Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq CNA	Is Cancer Gene CN(source: OncoKB)
TMED6		16q22.1	HOMDEL	23	4.7%	No
PTMAP5		13q31.1	HOMDEL	23	4.7%	No
MBLAC2		5q14.3	HOMDEL	23	4.7%	No
FBXO39		17p13.1	HOMDEL	23	4.7%	No
CFAP221		2q14.2	HOMDEL	23	4.7%	No
LOH12CR2		12p13.2	HOMDEL	23	4.7%	No
LINC00461		5q14.3	HOMDEL	23	4.7%	No
ANKDD1B		5q13.3	HOMDEL	23	4.7%	No
RN7SL819P		17q21.31	HOMDEL	23	4.7%	No
DBI		2q14.2	HOMDEL	22	4.5%	No
EN1		2q14.2	HOMDEL	22	4.5%	No
ETV6		12p13.2	HOMDEL	22	4.5%	Yes
GLRX		5q15	HOMDEL	22	4.5%	No
GPR27		3p13	HOMDEL	22	4.5%	No
GRIN2B		12p13.1	HOMDEL	22	4.5%	No
GZMA		5q11.2	HOMDEL	22	4.5%	No
GZMK		5q11.2	HOMDEL	22	4.5%	No
PDE7A	3.701e-5	8q13.1	AMP	22	4.5%	No
ZBTB16	1.491e-7	11q23.2	HOMDEL	22	4.5%	Yes
REEP5		5q22.2	HOMDEL	22	4.5%	No
MARCO		2q14.2	HOMDEL	22	4.5%	No
HSPB3		5q11.2	HOMDEL	22	4.5%	No
EFTUD2		17q21.31	HOMDEL	22	4.5%	No
CYP7B1	3.701e-5	8q12.3	AMP	22	4.5%	No
KIF20B		10q23.31	HOMDEL	22	4.5%	No
MTFR1	3.701e-5	8q13.1	AMP	22	4.5%	No
KIAA0753		17p13.1	HOMDEL	22	4.5%	No
CCNO		5q11.2	HOMDEL	22	4.5%	No
ESM1		5q11.2	HOMDEL	22	4.5%	No
RHOBTB3		5q15	HOMDEL	22	4.5%	No
SV2C		5q13.3	HOMDEL	22	4.5%	No
MED31		17p13.1	HOMDEL	22	4.5%	No
HIGD1B		17q21.31	HOMDEL	22	4.5%	No
SNTG1		8q11.21	AMP	22	4.5%	No
DHX29		5q11.2	HOMDEL	22	4.5%	No
ARL15		5q11.2	HOMDEL	22	4.5%	No
XAF1		17p13.1	HOMDEL	22	4.5%	No
ARMC1	3.701e-5	8q13.1	AMP	22	4.5%	No
EPB41L4A		5q22.1-q22.2	HOMDEL	22	4.5%	No
PITPNM3		17p13.2-p13.1	HOMDEL	22	4.5%	No
SPATA9		5q15	HOMDEL	22	4.5%	No
TXNDC17		17p13.1	HOMDEL	22	4.5%	No
KCNH7		2q24.2	HOMDEL	22	4.5%	No
SNX18		5q11.2	HOMDEL	22	4.5%	No
C2ORF76		2q14.2	HOMDEL	22	4.5%	No
STARD4		5q22.1	HOMDEL	22	4.5%	No
ARL6IP6		2q23.3	HOMDEL	22	4.5%	No
FAM81B		5q15	HOMDEL	22	4.5%	No
C1QL2		2q14.2	HOMDEL	22	4.5%	No
CDC20B		5q11.2	HOMDEL	22	4.5%	No
LINC01554		5q15	HOMDEL	22	4.5%	No
SLC13A5		17p13.1	HOMDEL	22	4.5%	No
GPR150		5q15	HOMDEL	22	4.5%	No
RFESD		5q15	HOMDEL	22	4.5%	No
MCIDAS		5q11.2	HOMDEL	22	4.5%	No
C17ORF100		17p13.1	HOMDEL	22	4.5%	No
GPX8		5q11.2	HOMDEL	22	4.5%	No
MIR4500HG		13q31.2	HOMDEL	22	4.5%	No
GXYLT2		3p13	HOMDEL	22	4.5%	No
MIR124-2HG	3.701e-5	8q12.3	AMP	22	4.5%	No
RNA5SP186		5q13.3	HOMDEL	22	4.5%	No
RNA5SP208		6q12	HOMDEL	22	4.5%	No
RNA5SP435		17p13.1	HOMDEL	22	4.5%	No
RN7SKP34		5q14.3	HOMDEL	22	4.5%	No
RN7SKP143		10q23.31	HOMDEL	22	4.5%	No
RN7SKP135	3.701e-5	8q12.3	AMP	22	4.5%	No
RN7SL468P		2q14.2	HOMDEL	22	4.5%	No
CHRNB3		8p11.21	HOMDEL	21	4.3%	No
COX7C		5q14.3	HOMDEL	21	4.3%	No
CRHBP		5q13.3	HOMDEL	21	4.3%	No
F2R		5q13.3	HOMDEL	21	4.3%	No
F2RL1		5q13.3	HOMDEL	21	4.3%	No
F2RL2		5q13.3	HOMDEL	21	4.3%	No
HTR3A	1.491e-7	11q23.2	HOMDEL	21	4.3%	No
HTR7		10q23.31	HOMDEL	21	4.3%	No
LYN		8q12.1	AMP	21	4.3%	Yes
NDUFS4		5q11.2	HOMDEL	21	4.3%	No
OPRK1		8q11.23	AMP	21	4.3%	No
SRP19		5q22.2	HOMDEL	21	4.3%	No
TBCA		5q14.1	HOMDEL	21	4.3%	No
ZRSR2P1		5q22.2	HOMDEL	21	4.3%	No
PDE8B		5q13.3	HOMDEL	21	4.3%	No
CHRNA6		8p11.21	HOMDEL	21	4.3%	No
TTC37		5q15	HOMDEL	21	4.3%	No
ST18		8q11.23	AMP	21	4.3%	No
RB1CC1		8q11.23	AMP	21	4.3%	No
RBM7	1.491e-7	11q23.2	HOMDEL	21	4.3%	No
RPP30		10q23.31	HOMDEL	21	4.3%	No
IQGAP2		5q13.3	HOMDEL	21	4.3%	No
COBLL1		2q24.3	HOMDEL	21	4.3%	No
PDZRN3		3p13	HOMDEL	21	4.3%	No
PIGN	1.136e-3	18q21.33	HOMDEL	21	4.3%	No
RTTN	1.136e-3	18q22.2	HOMDEL	21	4.3%	No
ANKRD1		10q23.31	HOMDEL	21	4.3%	No
BHLHE22	3.701e-5	8q12.3	AMP	21	4.3%	No
COMMD10		5q23.1	HOMDEL	21	4.3%	No
ATP6V1H		8q11.23	AMP	21	4.3%	No
CCSER2		10q23.1	HOMDEL	21	4.3%	No
C11ORF71	1.491e-7	11q23.2	HOMDEL	21	4.3%	No
IMPAD1		8q12.1	AMP	21	4.3%	No
EBLN2		3p13	HOMDEL	21	4.3%	No
AGGF1		5q13.3	HOMDEL	21	4.3%	No
ZBED3		5q13.3	HOMDEL	21	4.3%	No
PCGF5		10q23.32	HOMDEL	21	4.3%	No
FAM110B		8q12.1	AMP	21	4.3%	No
TGS1		8q12.1	AMP	21	4.3%	No
XKR4		8q12.1	AMP	21	4.3%	No
SLITRK1		13q31.1	HOMDEL	21	4.3%	No
GALNT13		2q23.3-q24.1	HOMDEL	21	4.3%	No
TMEM68		8q12.1	AMP	21	4.3%	No
PXDNL		8q11.22-q11.23	AMP	21	4.3%	No
MYO3B		2q31.1	HOMDEL	21	4.3%	No
HECTD2		10q23.32	HOMDEL	21	4.3%	No
LINC00410		13q31.3	HOMDEL	21	4.3%	No
PPP4R2		3p13	HOMDEL	21	4.3%	Yes
TMEM161B		5q14.3	HOMDEL	21	4.3%	No
ARSK		5q15	HOMDEL	21	4.3%	No
DCP2		5q22.2	HOMDEL	21	4.3%	No
LINC00858		10q23.1	HOMDEL	21	4.3%	No
S100Z		5q13.3	HOMDEL	21	4.3%	No
CCDC103		17q21.31	HOMDEL	21	4.3%	No
LINC00865		10q23.31	HOMDEL	21	4.3%	No
SNORA47		5q13.3	HOMDEL	21	4.3%	No
FAM187A		17q21.31	HOMDEL	21	4.3%	No
RNA5SP187		5q14.3	HOMDEL	21	4.3%	No
RNA5SP265		8q12.1	AMP	21	4.3%	No
RNA5SP266		8q12.1	AMP	21	4.3%	No
LINC00502		10q23.31	HOMDEL	21	4.3%	No
RN7SL405P		17q21.31	HOMDEL	21	4.3%	No
RNU6ATAC36P		5q13.3	HOMDEL	21	4.3%	No
RN7SL208P		5q13.3	HOMDEL	21	4.3%	No
RN7SL801P		5q11.2	HOMDEL	21	4.3%	No
ARSB		5q14.1	HOMDEL	20	4.1%	No
ASPH		8q12.3	AMP	20	4.1%	No
BHMT		5q14.1	HOMDEL	20	4.1%	No
CCNH		5q14.3	HOMDEL	20	4.1%	No
CYP7A1		8q12.1	AMP	20	4.1%	No
ETV4		17q21.31	HOMDEL	20	4.1%	Yes
KDSR	1.136e-3	18q21.33	HOMDEL	20	4.1%	Yes
GFAP		17q21.31	HOMDEL	20	4.1%	No
GRB14		2q24.3	HOMDEL	20	4.1%	No
HHEX		10q23.33	HOMDEL	20	4.1%	No
IDE		10q23.33	HOMDEL	20	4.1%	No
KIF11		10q23.33	HOMDEL	20	4.1%	No
LY75		2q24.2	HOMDEL	20	4.1%	No
MEOX1		17q21.31	HOMDEL	20	4.1%	No
MOS		8q12.1	AMP	20	4.1%	No
PENK		8q12.1	AMP	20	4.1%	No
PER1		17p13.1	HOMDEL	20	4.1%	Yes
PLAG1		8q12.1	AMP	20	4.1%	Yes
PPP1R3C		10q23.32	HOMDEL	20	4.1%	No
PRB1		12p13.2	HOMDEL	20	4.1%	No
RASA1		5q14.3	HOMDEL	20	4.1%	Yes
RGR		10q23.1	HOMDEL	20	4.1%	No
RP1		8q11.23-q12.1	AMP	20	4.1%	No
RPS20		8q12.1	AMP	20	4.1%	No
VAMP2		17p13.1	HOMDEL	20	4.1%	No
TCEA1		8q11.23	AMP	20	4.1%	Yes
TTPA		8q12.3	AMP	20	4.1%	No
AP3B1		5q14.1	HOMDEL	20	4.1%	No
RGS20		8q11.23	AMP	20	4.1%	No
GGH		8q12.3	AMP	20	4.1%	No
BTAF1		10q23.32	HOMDEL	20	4.1%	No
GPRC5A		12p13.1	HOMDEL	20	4.1%	No
HOMER1		5q14.1	HOMDEL	20	4.1%	No
SCAMP1		5q14.1	HOMDEL	20	4.1%	No
VPS4B	1.136e-3	18q21.33	HOMDEL	20	4.1%	No
TOX		8q12.1	AMP	20	4.1%	No
TANK		2q24.2	HOMDEL	20	4.1%	No
LHFPL2		5q14.1	HOMDEL	20	4.1%	No
LYPLA1		8q11.23	AMP	20	4.1%	No
CPEB3		10q23.32	HOMDEL	20	4.1%	No
NEDD4L	1.136e-3	18q21.31	HOMDEL	20	4.1%	No
OTP		5q14.1	HOMDEL	20	4.1%	No
BHMT2		5q14.1	HOMDEL	20	4.1%	No
GCA		2q24.2	HOMDEL	20	4.1%	No
REXO2	1.491e-7	11q23.2	HOMDEL	20	4.1%	No
LRIT1		10q23.1	HOMDEL	20	4.1%	No
LINC00588		8q12.1	AMP	20	4.1%	No
RNU105C		8q11.23	AMP	20	4.1%	No
SNORD56		20p13	HOMDEL	20	4.1%	No
SNORD54		8q12.1	AMP	20	4.1%	No
GHITM		10q23.1	HOMDEL	20	4.1%	No
CDH20	1.136e-3	18q21.33	HOMDEL	20	4.1%	No
CDH19	1.136e-3	18q22.1	HOMDEL	20	4.1%	No
MRPL15		8q11.23	AMP	20	4.1%	No
DMGDH		5q14.1	HOMDEL	20	4.1%	No
HEBP1		12p13.1	HOMDEL	20	4.1%	No
INSIG2		2q14.1-q14.2	HOMDEL	20	4.1%	No
PIMREG		17p13.2	HOMDEL	20	4.1%	No
MARCH5		10q23.32-q23.33	HOMDEL	20	4.1%	No
NXPE4	1.491e-7	11q23.2	HOMDEL	20	4.1%	No
FIGN		2q24.3	HOMDEL	20	4.1%	No
WDR41		5q13.3-q14.1	HOMDEL	20	4.1%	No
GPRC5D		12p13.1	HOMDEL	20	4.1%	No
ARRDC3		5q14.3	HOMDEL	20	4.1%	No
FAM234B		12p13.1	HOMDEL	20	4.1%	No
ALOXE3		17p13.1	HOMDEL	20	4.1%	No
IFIH1		2q24.2	HOMDEL	20	4.1%	No
SOX17		8q11.23	AMP	20	4.1%	Yes
YTHDC2		5q22.2	HOMDEL	20	4.1%	No
CHCHD7		8q12.1	AMP	20	4.1%	Yes
TNKS2		10q23.32	HOMDEL	20	4.1%	No
GSG1		12p13.1	HOMDEL	20	4.1%	No
TSSK1B		5q22.2	HOMDEL	20	4.1%	No
HES7		17p13.1	HOMDEL	20	4.1%	No
CDHR1		10q23.1	HOMDEL	20	4.1%	No
HTR7P1		12p13.1	HOMDEL	20	4.1%	No
NXPE1	1.491e-7	11q23.2	HOMDEL	20	4.1%	No
JMY		5q14.1	HOMDEL	20	4.1%	No
UBXN2B		8q12.1	AMP	20	4.1%	No
FGFBP3		10q23.32	HOMDEL	20	4.1%	No
ZFP90		16q22.1	HOMDEL	20	4.1%	No
SLC38A11		2q24.3	HOMDEL	20	4.1%	No
CLVS1		8q12.2-q12.3	AMP	20	4.1%	No
SDR16C5		8q12.1	AMP	20	4.1%	No
RNF152	1.136e-3	18q21.33	HOMDEL	20	4.1%	No
YTHDF3		8q12.3	AMP	20	4.1%	No
SERINC5		5q14.1	HOMDEL	20	4.1%	No
NKAIN3		8q12.3	AMP	20	4.1%	No
LRIT2		10q23.1	HOMDEL	20	4.1%	No
C10ORF99		10q23.1	HOMDEL	20	4.1%	No
SDR16C6P		8q12.1	AMP	20	4.1%	No
PRB2		12p13.2	HOMDEL	20	4.1%	No
SNORA13		5q22.1	HOMDEL	20	4.1%	No
SNORA70F		2q24.3	HOMDEL	20	4.1%	No
LUCAT1		5q14.3	HOMDEL	20	4.1%	No
LINC00968		8q12.1	AMP	20	4.1%	No
RNA5SP34		13q31.3	HOMDEL	20	4.1%	No
RNA5SP109		2q24.2	HOMDEL	20	4.1%	No
RNA5SP110		2q24.3	HOMDEL	20	4.1%	No
LINC00353		13q31.3	HOMDEL	20	4.1%	No
LINC00559		13q31.3	HOMDEL	20	4.1%	No
RNY3P1		5q14.1	HOMDEL	20	4.1%	No
RN7SKP57		5q22.1	HOMDEL	20	4.1%	No
RN7SKP294		8q11.21	AMP	20	4.1%	No
RN7SL250P		8q11.23	AMP	20	4.1%	No
RN7SL323P		8q12.1	AMP	20	4.1%	No
RN7SL629P		5q14.3	HOMDEL	20	4.1%	No
RNU4ATAC13P		5q22.2	HOMDEL	20	4.1%	No
RNU6ATAC32P		8q11.23	AMP	20	4.1%	No
RN7SKP97		8q12.3	AMP	20	4.1%	No
RN7SL798P		8q12.1	AMP	20	4.1%	No
RN7SL135P		8q12.3	AMP	20	4.1%	No
RN7SL644P		10q23.33	HOMDEL	20	4.1%	No
BCL2	1.136e-3	18q21.33	HOMDEL	19	3.9%	Yes
CA8		8q12.1	AMP	19	3.9%	No
CDH7	1.136e-3	18q22.1	HOMDEL	19	3.9%	No
CDO1		5q22.3	HOMDEL	19	3.9%	No
AP3S1		5q22.3-q23.1	HOMDEL	19	3.9%	No
FAP		2q24.2	HOMDEL	19	3.9%	No
GCG		2q24.2	HOMDEL	19	3.9%	No
ITGA1		5q11.2	HOMDEL	19	3.9%	No
ITGA2		5q11.2	HOMDEL	19	3.9%	No
LRP2		2q31.1	HOMDEL	19	3.9%	No
MOCS2		5q11.2	HOMDEL	19	3.9%	No
NMT1		17q21.31	HOMDEL	19	3.9%	No
SERPINB5	1.136e-3	18q21.33	HOMDEL	19	3.9%	No
SERPINB13	1.136e-3	18q21.33	HOMDEL	19	3.9%	No
PRB3		12p13.2	HOMDEL	19	3.9%	No
PRB4		12p13.2	HOMDEL	19	3.9%	No
RAB2A		8q12.1-q12.2	AMP	19	3.9%	No
ROBO2		3p12.3	HOMDEL	19	3.9%	No
SDCBP		8q12.1	AMP	19	3.9%	No
THBS4		5q14.1	HOMDEL	19	3.9%	No
TNFRSF11A	1.136e-3	18q21.33	HOMDEL	19	3.9%	Yes
DDX18		2q14.1	HOMDEL	19	3.9%	No
ATG12		5q22.3	HOMDEL	19	3.9%	No
HTR3B	1.491e-7	11q23.2	HOMDEL	19	3.9%	No
FST		5q11.2	HOMDEL	19	3.9%	No
CD226	1.136e-3	18q22.2	HOMDEL	19	3.9%	No
NRG3		10q23.1	HOMDEL	19	3.9%	No
C1QL1		17q21.31	HOMDEL	19	3.9%	No
PRR4		12p13.2	HOMDEL	19	3.9%	No
PLA2R1		2q24.2	HOMDEL	19	3.9%	No
PHLPP1	1.136e-3	18q21.33	HOMDEL	19	3.9%	No
WSCD1		17p13.2	HOMDEL	19	3.9%	No
AIPL1		17p13.2	HOMDEL	19	3.9%	No
SLITRK5		13q31.2	HOMDEL	19	3.9%	No
BAZ2B		2q24.2	HOMDEL	19	3.9%	No
TAS2R14		12p13.2	HOMDEL	19	3.9%	No
TMED7		5q22.3	HOMDEL	19	3.9%	No
CCDC93		2q14.1	HOMDEL	19	3.9%	No
ZCCHC2	1.136e-3	18q21.33	HOMDEL	19	3.9%	No
CHD7		8q12.2	AMP	19	3.9%	No
RPRM		2q23.3	HOMDEL	19	3.9%	No
FEM1C		5q22.3	HOMDEL	19	3.9%	No
SLC4A10		2q24.2	HOMDEL	19	3.9%	No
RELCH	1.136e-3	18q21.33	HOMDEL	19	3.9%	No
DPP10		2q14.1	HOMDEL	19	3.9%	No
USP28	1.491e-7	11q23.2	HOMDEL	19	3.9%	No
CCDC102B	1.136e-3	18q22.1-q22.2	HOMDEL	19	3.9%	No
DCAKD		17q21.31	HOMDEL	19	3.9%	No
SERPINB12	1.136e-3	18q21.33	HOMDEL	19	3.9%	No
DSEL	1.136e-3	18q22.1	HOMDEL	19	3.9%	No
PCMTD1		8q11.23	AMP	19	3.9%	No
NXPE2	1.491e-7	11q23.2-q23.3	HOMDEL	19	3.9%	No
KIF18B		17q21.31	HOMDEL	19	3.9%	No
TENT2		5q14.1	HOMDEL	19	3.9%	No
CMYA5		5q14.1	HOMDEL	19	3.9%	No
LINC01559		12p13.1	HOMDEL	19	3.9%	No
NBPF22P		5q14.3	HOMDEL	19	3.9%	No
MTX3		5q14.1	HOMDEL	19	3.9%	No
TICAM2		5q22.3	HOMDEL	19	3.9%	No
PPDPFL		8q11.21	AMP	19	3.9%	No
HTR5BP		2q14.1	HOMDEL	19	3.9%	No
LINC00560		13q31.2	HOMDEL	19	3.9%	No
RNA5SP111		2q24.3	HOMDEL	19	3.9%	No
RNA5SP267		8q12.1	AMP	19	3.9%	No
RNA5SP353		12p13.1	HOMDEL	19	3.9%	No
LINC00333		13q31.1	HOMDEL	19	3.9%	No
LINC00440		13q31.2	HOMDEL	19	3.9%	No
RN7SKP238		10q23.1	HOMDEL	19	3.9%	No
RN7SL111P		2q14.1	HOMDEL	19	3.9%	No
RN7SKP162		12p13.1	HOMDEL	19	3.9%	No
RN7SL705P	1.136e-3	18q21.33	HOMDEL	19	3.9%	No
DHX8		17q21.31	HOMDEL	18	3.7%	No
DPP4		2q24.2	HOMDEL	18	3.7%	No
EMP1		12p13.1	HOMDEL	18	3.7%	No
GPC5		13q31.3	HOMDEL	18	3.7%	No
ISL1		5q11.1	HOMDEL	18	3.7%	No
ITGB6		2q24.2	HOMDEL	18	3.7%	No
KCNJ3		2q24.1	HOMDEL	18	3.7%	No
MC4R	1.136e-3	18q21.32	HOMDEL	18	3.7%	No
MSH3		5q14.1	HOMDEL	18	3.7%	Yes
SERPINB2	1.136e-3	18q21.33-q22.1	HOMDEL	18	3.7%	No
PFAS		17p13.1	HOMDEL	18	3.7%	No
PMAIP1	1.136e-3	18q21.32	HOMDEL	18	3.7%	Yes
PRH2		12p13.2	HOMDEL	18	3.7%	No
RBMS1		2q24.2	HOMDEL	18	3.7%	No
SERPINB3	1.136e-3	18q21.33	HOMDEL	18	3.7%	Yes
SERPINB4	1.136e-3	18q21.33	HOMDEL	18	3.7%	Yes
SCN3A		2q24.3	HOMDEL	18	3.7%	No
SNAI2		8q11.21	AMP	18	3.7%	No
SP3		2q31.1	HOMDEL	18	3.7%	No
SSB		2q31.1	HOMDEL	18	3.7%	No
TERC	2.491e-6	3q26.2	AMP	18	3.7%	Yes
TK2		16q21	HOMDEL	18	3.7%	No
SEC62	2.491e-6	3q26.2	AMP	18	3.7%	No
TPD52L1		6q22.31	HOMDEL	18	3.7%	No
UBE2V2		8q11.21	AMP	18	3.7%	No
NSMAF		8q12.1	AMP	18	3.7%	No
SERPINB7	1.136e-3	18q21.33	HOMDEL	18	3.7%	No
SLC7A6		16q22.1	HOMDEL	18	3.7%	No
AURKB		17p13.1	HOMDEL	18	3.7%	Yes
PPIG		2q31.1	HOMDEL	18	3.7%	No
CD302		2q24.2	HOMDEL	18	3.7%	No
PSMD14		2q24.2	HOMDEL	18	3.7%	No
KLHL41		2q31.1	HOMDEL	18	3.7%	No
PLA2G15		16q22.1	HOMDEL	18	3.7%	No
GPR160	2.491e-6	3q26.2	AMP	18	3.7%	No
METTL5		2q31.1	HOMDEL	18	3.7%	No
TAS2R13		12p13.2	HOMDEL	18	3.7%	No
HDDC2		6q22.31	HOMDEL	18	3.7%	No
PELO		5q11.2	HOMDEL	18	3.7%	No
PRMT7		16q22.1	HOMDEL	18	3.7%	No
BORCS6		17p13.1	HOMDEL	18	3.7%	No
THAP1		8p11.21	HOMDEL	18	3.7%	No
SMPD3		16q22.1	HOMDEL	18	3.7%	No
MYNN	2.491e-6	3q26.2	AMP	18	3.7%	No
ANKRD50	2.671e-3	4q28.1	HOMDEL	18	3.7%	No
RHOU	1.540e-4	1q42.13	HOMDEL	18	3.7%	No
MARCH7		2q24.2	HOMDEL	18	3.7%	No
EFCAB1		8q11.21	AMP	18	3.7%	No
PHC3	2.491e-6	3q26.2	AMP	18	3.7%	No
CTC1		17p13.1	HOMDEL	18	3.7%	No
NETO1	3.644e-7	18q22.3	HOMDEL	18	3.7%	No
SLC7A6OS		16q22.1	HOMDEL	18	3.7%	No
SLITRK6		13q31.1	HOMDEL	18	3.7%	No
TMEM107		17p13.1	HOMDEL	18	3.7%	No
ACTRT3	2.491e-6	3q26.2	AMP	18	3.7%	No
SPZ1		5q14.1	HOMDEL	18	3.7%	No
TANC1		2q24.2	HOMDEL	18	3.7%	No
SERPINB11	1.136e-3	18q21.33	HOMDEL	18	3.7%	No
BBS5		2q31.1	HOMDEL	18	3.7%	No
CCDC173		2q31.1	HOMDEL	18	3.7%	No
UBR3		2q31.1	HOMDEL	18	3.7%	No
CCDC148		2q24.1	HOMDEL	18	3.7%	No
B3GLCT		13q12.3	HOMDEL	18	3.7%	No
BEAN1		16q21	HOMDEL	18	3.7%	No
CCBE1	1.136e-3	18q21.32	HOMDEL	18	3.7%	No
CBLN2	3.644e-7	18q22.3	HOMDEL	18	3.7%	No
KLHL23		2q31.1	HOMDEL	18	3.7%	No
WDSUB1		2q24.2	HOMDEL	18	3.7%	No
LRRC34	2.491e-6	3q26.2	AMP	18	3.7%	No
LVRN		5q23.1	HOMDEL	18	3.7%	No
DOK6	1.136e-3	18q22.2	HOMDEL	18	3.7%	No
TAS2R43		12p13.2	HOMDEL	18	3.7%	No
TAS2R31		12p13.2	HOMDEL	18	3.7%	No
TAS2R46		12p13.2	HOMDEL	18	3.7%	No
TAS2R30		12p13.2	HOMDEL	18	3.7%	No
TAS2R19		12p13.2	HOMDEL	18	3.7%	No
TAS2R20		12p13.2	HOMDEL	18	3.7%	No
TAS2R50		12p13.2	HOMDEL	18	3.7%	No
LINC00922		16q21	HOMDEL	18	3.7%	No
LINC00324		17p13.1	HOMDEL	18	3.7%	No
TAS2R64P		12p13.2	HOMDEL	18	3.7%	No
SAMD7	2.491e-6	3q26.2	AMP	18	3.7%	No
TAS2R42		12p13.2	HOMDEL	18	3.7%	No
ALKAL1		8q11.23	AMP	18	3.7%	No
PHOSPHO2		2q31.1	HOMDEL	18	3.7%	No
ARL14EPL		5q23.1	HOMDEL	18	3.7%	No
RNA5SP107		2q24.1	HOMDEL	18	3.7%	No
RNA5SP182		5q11.2	HOMDEL	18	3.7%	No
RNA5SP322		10q23.1	HOMDEL	18	3.7%	No
RNA5SP460	3.644e-7	18q22.3	HOMDEL	18	3.7%	No
LINC00433		13q31.2	HOMDEL	18	3.7%	No
RN7SKP89		5q22.3	HOMDEL	18	3.7%	No
RN7SL342P	1.136e-3	18q21.32	HOMDEL	18	3.7%	No
RN7SL455P		2p21	HOMDEL	18	3.7%	No
ACTA1	1.540e-4	1q42.13	HOMDEL	17	3.5%	No
ACVR1		2q24.1	HOMDEL	17	3.5%	Yes
FMNL1		17q21.31	HOMDEL	17	3.5%	No
CDH5		16q21	HOMDEL	17	3.5%	No
CDH8		16q21	HOMDEL	17	3.5%	No
CRHR1		17q21.31	HOMDEL	17	3.5%	No
CYP2C19		10q23.33	HOMDEL	17	3.5%	No
CYP2C18		10q23.33	HOMDEL	17	3.5%	No
CYP26A1		10q23.33	HOMDEL	17	3.5%	No
DMXL1		5q23.1	HOMDEL	17	3.5%	No
DHFR		5q14.1	HOMDEL	17	3.5%	No
DYNC1LI2		16q22.1	HOMDEL	17	3.5%	No
E2F4		16q22.1	HOMDEL	17	3.5%	No
MECOM		3q26.2	AMP	17	3.5%	Yes
GPD2		2q24.1	HOMDEL	17	3.5%	No
GRP	1.136e-3	18q21.32	HOMDEL	17	3.5%	No
HSF4		16q22.1	HOMDEL	17	3.5%	No
KCNN2		5q22.3	HOMDEL	17	3.5%	No
LMAN1	1.136e-3	18q21.32	HOMDEL	17	3.5%	No
MAPT		17q21.31	HOMDEL	17	3.5%	No
MCM4		8q11.21	AMP	17	3.5%	No
NFATC3		16q22.1	HOMDEL	17	3.5%	No
NSF		17q21.31	HOMDEL	17	3.5%	No
NR4A2		2q24.1	HOMDEL	17	3.5%	No
PDE6C		10q23.33	HOMDEL	17	3.5%	No
SERPINB8	1.136e-3	18q22.1	HOMDEL	17	3.5%	No
SERPINB10	1.136e-3	18q22.1	HOMDEL	17	3.5%	No
PRH1		12p13.2	HOMDEL	17	3.5%	No
PRKCI	2.491e-6	3q26.2	AMP	17	3.5%	Yes
RAB4A	1.540e-4	1q42.13	HOMDEL	17	3.5%	No
RBP4		10q23.33	HOMDEL	17	3.5%	No
SCN2A		2q24.3	HOMDEL	17	3.5%	No
SLC9A5		16q22.1	HOMDEL	17	3.5%	No
TCF4	1.136e-3	18q21.2	HOMDEL	17	3.5%	No
USH2A		1q41	HOMDEL	17	3.5%	No
PKP4		2q24.1	HOMDEL	17	3.5%	No
TRADD		16q22.1	HOMDEL	17	3.5%	No
NAE1		16q22.1	HOMDEL	17	3.5%	No
NOL3		16q22.1	HOMDEL	17	3.5%	No
MAP3K14		17q21.31	HOMDEL	17	3.5%	Yes
LGI1		10q23.33	HOMDEL	17	3.5%	No
STX8		17p13.1	HOMDEL	17	3.5%	No
CYTIP		2q24.1	HOMDEL	17	3.5%	No
ZFYVE16		5q14.1	HOMDEL	17	3.5%	No
PLEKHM1		17q21.31	HOMDEL	17	3.5%	No
PGRMC2	2.671e-3	4q28.2	HOMDEL	17	3.5%	No
SPHAR	1.540e-4	1q42.13	HOMDEL	17	3.5%	No
TBR1		2q24.2	HOMDEL	17	3.5%	No
PLK4	2.671e-3	4q28.1	HOMDEL	17	3.5%	No
PRDM5	2.671e-3	4q27	HOMDEL	17	3.5%	No
HSPA4L	2.671e-3	4q28.1	HOMDEL	17	3.5%	No
NLRP1		17p13.2	HOMDEL	17	3.5%	No
ABCB10	1.540e-4	1q42.13	HOMDEL	17	3.5%	No
SPIDR		8q11.21	AMP	17	3.5%	No
LRRC29		16q22.1	HOMDEL	17	3.5%	No
MYOF		10q23.33	HOMDEL	17	3.5%	No
INTU	2.671e-3	4q28.1	HOMDEL	17	3.5%	No
TOX3		16q12.1	HOMDEL	17	3.5%	No
RANGRF		17p13.1	HOMDEL	17	3.5%	No
TMEM208		16q22.1	HOMDEL	17	3.5%	No
FHOD1		16q22.1	HOMDEL	17	3.5%	No
RAX	1.136e-3	18q21.32	HOMDEL	17	3.5%	No
TAS2R10		12p13.2	HOMDEL	17	3.5%	No
CKLF		16q21	HOMDEL	17	3.5%	No
ARL17A		17q21.31	HOMDEL	17	3.5%	No
MYOZ2	2.671e-3	4q26	HOMDEL	17	3.5%	No
TMX3	1.136e-3	18q22.1	HOMDEL	17	3.5%	No
EXOC6		10q23.33	HOMDEL	17	3.5%	No
LRRC37A4P		17q21.31	HOMDEL	17	3.5%	No
LARP1B	2.671e-3	4q28.2	HOMDEL	17	3.5%	No
CEP55		10q23.33	HOMDEL	17	3.5%	No
FBXL8		16q22.1	HOMDEL	17	3.5%	No
