Gene_name	EnsemblID	Median(Tumor)	Median(Normal)	log2FC	FDR
PFKP	ENSG00000067057	67.557	23.27	1.498	3.77E-114
SP100	ENSG00000067066	38.869	89.452	-1.182	4.67E-117
KLF6	ENSG00000067082	30.33	122.199	-1.975	1.14E-157
PPAP2A	ENSG00000067113	21.27	59.519	-1.442	4.97E-114
PKM	ENSG00000067225	1080.437	349.33	1.626	8.91E-154
PRKCZ	ENSG00000067606	17.31	57.815	-1.684	9.59E-138
SYT1	ENSG00000067715	2.21	0.58	1.023	1.50E-65
NAV3	ENSG00000067798	0.47	3.06	-1.466	1.57E-153
PDZD4	ENSG00000067840	0.77	4.76	-1.702	2.50E-85
ROCK1	ENSG00000067900	9.295	24.64	-1.316	5.30E-137
HYAL2	ENSG00000068001	34.515	183.972	-2.381	2.86E-226
RASSF1	ENSG00000068028	12.955	58.885	-2.101	5.16E-221
FGFR3	ENSG00000068078	27.469	10.36	1.325	5.16E-37
MEF2A	ENSG00000068305	14.405	34.22	-1.193	5.11E-132
INPP5A	ENSG00000068383	11.215	30.07	-1.347	3.30E-149
GRIPAP1	ENSG00000068400	22.41	52.521	-1.193	8.98E-86
PRR11	ENSG00000068489	12.155	0.93	2.769	2.65E-264
REEP1	ENSG00000068615	0.935	3.585	-1.245	2.97E-61
RASGRP2	ENSG00000068831	2.685	47.644	-3.723	2.87E-272
PPP2R5B	ENSG00000068971	10.005	21.83	-1.053	5.84E-105
PYGM	ENSG00000068976	0.28	3.335	-1.76	4.63E-249
PITX1	ENSG00000069011	35.22	0.19	4.928	8.90E-252
KCNAB2	ENSG00000069424	8.375	37.765	-2.048	7.68E-185
GAL	ENSG00000069482	2.93	0.18	1.736	6.92E-73
MAOB	ENSG00000069535	3.93	29.9	-2.648	1.29E-172
TGFBR3	ENSG00000069702	3.1	27.55	-2.8	5.70E-189
PLA2G10	ENSG00000069764	1.035	4.795	-1.51	5.87E-75
HES2	ENSG00000069812	6.785	1.015	1.95	4.82E-96
MAPK6	ENSG00000069956	26.1	8.665	1.487	8.24E-144
RAB27A	ENSG00000069974	16.3	35.3	-1.069	4.45E-90
PFN2	ENSG00000070087	165.598	19.61	3.015	8.78E-162
FGF10	ENSG00000070193	0.06	2.145	-1.569	6.00E-143
FSTL3	ENSG00000070404	12.725	125.9	-3.209	1.43E-192
POLB	ENSG00000070501	35.035	16.989	1.002	4.49E-73
GBA2	ENSG00000070610	21.979	95.404	-2.069	9.04E-149
NDST1	ENSG00000070614	14.295	33.149	-1.159	9.36E-87
ST6GALNAC2	ENSG00000070731	45.494	16.425	1.416	3.18E-45
PABPC1	ENSG00000070756	1445.246	601.115	1.264	5.74E-108
PTPN21	ENSG00000070778	3.05	17.97	-2.228	2.95E-223
MGAT4A	ENSG00000071073	5.42	16.165	-1.419	1.53E-119
RPS6KA2	ENSG00000071242	6.145	48.875	-2.803	9.74E-239
VASH1	ENSG00000071246	4.985	14.805	-1.401	4.77E-119
LMCD1	ENSG00000071282	29.699	142.014	-2.22	1.84E-167
TRIP13	ENSG00000071539	23.255	1.115	3.52	9.28E-290
HLTF	ENSG00000071794	14.95	5.26	1.349	4.41E-99
SLC6A15	ENSG00000072041	2.58	0.095	1.709	3.24E-82
LIMS2	ENSG00000072163	7.58	128.199	-3.912	1.80E-298
SPEG	ENSG00000072195	5.23	12.21	-1.084	7.38E-37
RHOBTB1	ENSG00000072422	3.75	11.31	-1.374	3.02E-120
HMMR	ENSG00000072571	7.825	0.585	2.477	7.53E-234
TRHDE	ENSG00000072657	0.03	1.1	-1.028	4.20E-162
STK10	ENSG00000072786	9.945	40.53	-1.924	1.39E-193
NDE1	ENSG00000072864	40.35	12.745	1.589	1.40E-133
MRVI1	ENSG00000072952	2.215	12.59	-2.08	1.69E-168
MCM2	ENSG00000073111	46.686	3.86	3.295	2.04E-281
TP63	ENSG00000073282	123.635	0.51	6.367	1.47E-247
LLGL2	ENSG00000073350	28.969	70.526	-1.255	1.01E-69
PDE8A	ENSG00000073417	9.23	25.945	-1.397	1.65E-136
GSDMB	ENSG00000073605	7.765	17.58	-1.084	4.47E-30
PPP2R3A	ENSG00000073711	5.755	2.2	1.078	3.19E-90
FERMT2	ENSG00000073712	9.145	57.579	-2.53	5.61E-212
IGF2BP2	ENSG00000073792	27.734	12.14	1.129	4.95E-18
MAP3K13	ENSG00000073803	58.185	15.91	1.807	1.54E-155
TBX21	ENSG00000073861	0.41	2.535	-1.326	1.91E-140
FRY	ENSG00000073910	3.8	33.13	-2.83	6.85E-233
MRPS34	ENSG00000074071	104.075	50.912	1.017	6.64E-125
PPP2R2C	ENSG00000074211	10.32	0.12	3.337	2.11E-152
MGLL	ENSG00000074416	14.71	66.68	-2.107	9.22E-137
NTN4	ENSG00000074527	8.625	31.31	-1.747	2.77E-89
SCARF1	ENSG00000074660	2.635	24.365	-2.803	4.92E-277
HACD3	ENSG00000074696	46.579	20.06	1.176	4.31E-115
ZZEF1	ENSG00000074755	6.28	20.495	-1.562	5.28E-157
TXK	ENSG00000074966	0.35	3.025	-1.576	4.26E-185
TIPIN	ENSG00000075131	8.46	3.68	1.015	1.07E-111
NUP37	ENSG00000075188	36.176	10.74	1.663	3.69E-193
GTSE1	ENSG00000075218	9.09	0.805	2.483	2.06E-213
FSCN1	ENSG00000075618	170.212	27.565	2.583	7.93E-155
PLD1	ENSG00000075651	20.08	5.505	1.696	1.86E-105
WDR62	ENSG00000075702	4.97	0.94	1.622	7.50E-133
SEC31B	ENSG00000075826	1.405	16.71	-2.88	3.88E-177
MCM6	ENSG00000076003	24.466	9.18	1.323	8.52E-138
RBMS2	ENSG00000076067	6.93	36.96	-2.259	1.02E-225
UNG	ENSG00000076248	42.865	11.47	1.815	1.73E-213
RGS11	ENSG00000076344	0.73	10.225	-2.698	1.12E-179
PLXNA2	ENSG00000076356	6.32	30.899	-2.124	2.71E-141
SPAG5	ENSG00000076382	24.28	6.425	1.768	1.44E-110
TPD52	ENSG00000076554	89.691	13.655	2.63	3.08E-211
PAG1	ENSG00000076641	1.74	13.865	-2.44	4.91E-249
MCAM	ENSG00000076706	27.984	117.538	-2.032	1.17E-131
STXBP2	ENSG00000076944	67.688	162.297	-1.249	5.92E-119
UBE2T	ENSG00000077152	40.83	2.96	3.401	3.87E-294
PPP1R12B	ENSG00000077157	4.86	20.305	-1.862	2.24E-147
IL4R	ENSG00000077238	25.705	114.9	-2.118	6.09E-125
EXOSC5	ENSG00000077348	32.596	8.935	1.758	2.51E-187
LRCH4	ENSG00000077454	21.6	97.975	-2.131	2.55E-168
NAALAD2	ENSG00000077616	0.26	1.8	-1.152	1.04E-112
JADE1	ENSG00000077684	4.27	15.68	-1.662	2.46E-181
FGFR1	ENSG00000077782	19.58	72.899	-1.844	2.47E-74
FBLN1	ENSG00000077942	112.485	379.326	-1.745	1.80E-93
ITGA8	ENSG00000077943	0.87	21.66	-3.599	2.74E-305
MAP2	ENSG00000078018	5.375	15.365	-1.36	1.35E-36
LAMP3	ENSG00000078081	21.81	90.493	-2.004	4.49E-15
NEBL	ENSG00000078114	7.54	24.975	-1.605	4.55E-107
PMS2P1	ENSG00000078319	8.545	3.7	1.022	1.30E-130
ITM2A	ENSG00000078596	8.21	38.465	-2.099	2.77E-125
PCM1	ENSG00000078674	26.36	58.531	-1.122	1.28E-112
TP73	ENSG00000078900	4.71	0.53	1.9	4.79E-81
RUNX1T1	ENSG00000079102	0.47	4.245	-1.835	2.29E-203
SP140	ENSG00000079263	2.81	6.735	-1.022	2.03E-66
MKNK1	ENSG00000079277	24.299	61.626	-1.308	5.07E-115
TNS1	ENSG00000079308	14.645	139.85	-3.17	2.70E-241
RAPGEF3	ENSG00000079337	2.305	30.834	-3.268	5.05E-239
PAFAH1B3	ENSG00000079462	55.506	10.485	2.299	7.06E-219
EPB41L2	ENSG00000079819	15.655	71.179	-2.116	3.03E-173
MOXD1	ENSG00000079931	9.645	23.23	-1.187	8.88E-34
PTPRH	ENSG00000080031	1.865	0.12	1.355	1.97E-93
SCTR	ENSG00000080293	1.075	8.495	-2.194	7.73E-67
SLC4A4	ENSG00000080493	0.525	2.91	-1.358	3.88E-100
SESN1	ENSG00000080546	8.78	28.235	-1.58	6.51E-152
RBL1	ENSG00000080839	4.13	1.55	1.008	3.85E-122
NDC80	ENSG00000080986	12.19	0.92	2.78	1.35E-239
MEF2C	ENSG00000081189	3.69	14.78	-1.75	1.37E-144
PTPRC	ENSG00000081237	10.75	49.84	-2.113	3.23E-125
PKP1	ENSG00000081277	169.806	3.145	5.365	4.82E-167
LRP2	ENSG00000081479	0.31	3.43	-1.758	1.85E-70
KIAA0141	ENSG00000081791	25.034	68.595	-1.419	3.94E-179
PCDHGA2	ENSG00000081853	0.285	1.935	-1.192	3.01E-155
SMARCD3	ENSG00000082014	13.965	52.019	-1.825	1.70E-131
EPB41L3	ENSG00000082397	7.405	30.555	-1.909	2.33E-109
SERTAD4	ENSG00000082497	5.585	1.265	1.54	6.50E-89
GRHL2	ENSG00000083307	19.805	3.755	2.129	2.25E-196
ZNF671	ENSG00000083814	1.48	4.85	-1.238	6.71E-124
SMAP2	ENSG00000084070	22.295	67.461	-1.555	1.79E-115
HAL	ENSG00000084110	0.24	2.74	-1.593	2.26E-111
GSTP1	ENSG00000084207	1266.867	548.785	1.205	5.41E-85
SLCO1A2	ENSG00000084453	2.51	0.36	1.368	4.52E-53
KIF3C	ENSG00000084731	8.83	2.54	1.473	2.05E-113
RAB10	ENSG00000084733	127.441	40.204	1.64	2.34E-181
FCN1	ENSG00000085265	2.84	37.61	-3.33	9.96E-199
MYNN	ENSG00000085274	17.435	8.05	1.026	1.53E-94
OVGP1	ENSG00000085465	0.64	3.18	-1.35	7.86E-121
PILRA	ENSG00000085514	8.415	29.77	-1.708	8.59E-114
IGSF9	ENSG00000085552	19.2	0.555	3.699	2.69E-233
WNT11	ENSG00000085741	1.76	5.12	-1.149	1.30E-08
ORC1	ENSG00000085840	5.16	0.52	2.019	6.91E-226
RAD54L	ENSG00000085999	8.96	0.93	2.368	1.04E-209
EPDR1	ENSG00000086289	7.355	24.535	-1.612	2.71E-77
FAT2	ENSG00000086570	18.885	0.19	4.063	8.35E-181
TMED2	ENSG00000086598	175.38	79.599	1.13	4.80E-121
LAT2	ENSG00000086730	7.175	25.325	-1.687	4.66E-131
PPP1R15A	ENSG00000087074	39.875	156.064	-1.942	1.63E-130
TMPRSS11E	ENSG00000087128	5.835	0.03	2.73	1.44E-114
PGS1	ENSG00000087157	22.406	55.879	-1.281	4.81E-110
MMP2	ENSG00000087245	122.254	278.879	-1.183	5.21E-36
SH3BP2	ENSG00000087266	17.485	56.915	-1.648	5.77E-120
L2HGDH	ENSG00000087299	3.995	1.37	1.076	4.37E-134
NID2	ENSG00000087303	5.735	12.51	-1.004	2.88E-39
PTHLH	ENSG00000087494	87.9	0.94	5.518	6.48E-185
PHACTR3	ENSG00000087495	0.54	10.095	-2.849	6.20E-172
ERGIC2	ENSG00000087502	80.158	28.924	1.439	9.22E-170
TFAP2C	ENSG00000087510	14.46	1.535	2.608	1.01E-217
PIR	ENSG00000087842	40.126	18.045	1.111	9.97E-38
RFX2	ENSG00000087903	5.64	13.14	-1.09	2.67E-82
METTL2A	ENSG00000087995	16.18	7.095	1.086	1.84E-131
REM1	ENSG00000088320	0.47	3.47	-1.604	3.53E-129
TPX2	ENSG00000088325	39.545	1.215	4.194	0.00E+00
TMEM40	ENSG00000088726	19.785	1.82	2.882	3.63E-128
SMOX	ENSG00000088826	12.775	5.77	1.025	1.09E-67
SIGLEC1	ENSG00000088827	2.515	14.735	-2.162	2.04E-118
SLC4A11	ENSG00000088836	8.59	1.86	1.745	9.81E-72
F11	ENSG00000088926	0.085	2.4	-1.648	2.96E-106
TESC	ENSG00000088992	2.295	10.86	-1.848	1.13E-85
P2RX7	ENSG00000089041	1.315	6.199	-1.637	1.71E-160
RPLP0	ENSG00000089157	2931.35	1436.706	1.028	1.51E-86
PXN	ENSG00000089159	43.284	100.977	-1.203	8.86E-78
TRMT6	ENSG00000089195	18.16	6.815	1.294	2.70E-139
TBX5	ENSG00000089225	1.655	18.29	-2.861	1.73E-243
ZNF302	ENSG00000089335	9.02	20.385	-1.094	2.50E-68
GRAMD1A	ENSG00000089351	45.16	104.401	-1.191	6.64E-99
FXYD3	ENSG00000089356	867.096	142.029	2.602	9.61E-97
HEPH	ENSG00000089472	3.72	11.68	-1.426	1.74E-83
GMIP	ENSG00000089639	8.7	19.535	-1.082	1.19E-90
LTBP4	ENSG00000090006	59.245	303.625	-2.338	3.97E-138
PCBP4	ENSG00000090097	11.235	31.17	-1.395	5.56E-124
YPEL3	ENSG00000090238	45.641	141.395	-1.61	1.83E-128
MRPS33	ENSG00000090263	81.707	30.8	1.379	1.65E-153
ICAM1	ENSG00000090339	40.891	167.143	-2.005	1.67E-89
IRAK3	ENSG00000090376	1.955	17.2	-2.623	1.47E-210
TFAP4	ENSG00000090447	13.275	5.01	1.248	2.42E-127
RAB11FIP3	ENSG00000090565	13.925	34.34	-1.244	1.18E-94
MCOLN1	ENSG00000090674	16.73	44.191	-1.35	7.06E-153
KIF4A	ENSG00000090889	9.43	0.3	3.004	1.19E-300
TNRC6A	ENSG00000090905	9.96	23.45	-1.158	3.35E-77
PLEKHG2	ENSG00000090924	11.35	38.475	-1.676	5.55E-81
PITPNM2	ENSG00000090975	3.48	17.305	-2.031	3.57E-188
NLRC4	ENSG00000091106	0.685	3.995	-1.568	1.39E-144
PUS7	ENSG00000091127	13.66	5.24	1.232	7.18E-106
LAMB1	ENSG00000091136	51.971	218.168	-2.049	8.82E-100
ITGA6	ENSG00000091409	70.095	25.325	1.433	4.84E-61
RAPGEF4	ENSG00000091428	1.77	11.765	-2.204	1.30E-208
MYO15A	ENSG00000091536	0.62	2.255	-1.007	1.52E-101
NLRP1	ENSG00000091592	8.47	40.631	-2.136	2.05E-111
ORC6	ENSG00000091651	13.29	1.34	2.61	7.86E-238
JPH4	ENSG00000092051	0.21	1.785	-1.203	9.91E-124
SLC7A8	ENSG00000092068	48.74	23.43	1.026	1.29E-19
SLC22A17	ENSG00000092096	6.855	16.235	-1.134	3.04E-65
SEMA6A	ENSG00000092421	4.93	16.945	-1.597	2.63E-78
WDR76	ENSG00000092470	6.42	2.51	1.08	8.48E-67
PHGDH	ENSG00000092621	61.454	15.615	1.91	7.02E-79
TEKT2	ENSG00000092850	0.41	2.16	-1.164	1.01E-44
UNC13D	ENSG00000092929	8.235	56.946	-2.65	2.62E-179
VNN3	ENSG00000093134	0.41	4.55	-1.977	5.69E-108
SEC22C	ENSG00000093183	14.94	37.965	-1.29	7.17E-179
HDAC6	ENSG00000094631	22.32	58.48	-1.351	1.07E-96
KRT31	ENSG00000094796	1.215	0.02	1.119	1.31E-50
FMO2	ENSG00000094963	4.92	95.527	-4.027	7.16E-204
MSH2	ENSG00000095002	18.42	5.515	1.576	9.94E-162
TMEM38B	ENSG00000095209	9.195	3.945	1.044	1.80E-65
SH2D3C	ENSG00000095370	4.26	51.69	-3.324	3.00E-306
SORBS1	ENSG00000095637	1.885	29.195	-3.388	2.40E-277
TPSD1	ENSG00000095917	0.745	6.655	-2.133	2.32E-73
FKBP5	ENSG00000096060	17.395	92.683	-2.349	1.11E-87
PGC	ENSG00000096088	2.545	213.678	-5.92	8.26E-117
TMEM14A	ENSG00000096092	58.785	14.15	1.98	7.00E-176
JAK2	ENSG00000096968	3.36	11.085	-1.471	1.42E-139
PCSK5	ENSG00000099139	2.28	5.815	-1.055	4.94E-55
ERMP1	ENSG00000099219	17.39	7.995	1.032	2.69E-62
NRP1	ENSG00000099250	16.295	51.069	-1.59	7.52E-111
HSD17B7P2	ENSG00000099251	1.85	5.875	-1.27	8.43E-98
PRTFDC1	ENSG00000099256	8.71	3.465	1.121	1.98E-63
PALMD	ENSG00000099260	5.645	21.295	-1.746	1.32E-91
H2AFY2	ENSG00000099284	22.195	5.68	1.796	4.88E-113
MAST3	ENSG00000099308	2.975	8.215	-1.213	1.15E-139
MZF1	ENSG00000099326	6.705	29.956	-2.006	1.08E-131
MYO9B	ENSG00000099331	35.351	108.947	-1.597	1.95E-128
PRKY	ENSG00000099725	0.7	3.97	-1.548	1.87E-06
IZUMO4	ENSG00000099840	2.745	7.2	-1.131	1.15E-46
RASSF7	ENSG00000099849	20.815	50.655	-1.244	1.11E-73
GADD45B	ENSG00000099860	26.985	232.251	-3.059	1.65E-190
PALM	ENSG00000099864	5.715	27.91	-2.106	4.03E-118
RANBP1	ENSG00000099901	198.197	60.921	1.686	5.27E-171
LZTR1	ENSG00000099949	24.225	52.991	-1.098	1.01E-45
MMP11	ENSG00000099953	52.461	0.88	4.83	1.89E-235
SMARCB1	ENSG00000099956	86.704	38.715	1.143	1.59E-128
P2RX6	ENSG00000099957	0.24	1.545	-1.037	2.79E-91
SUSD2	ENSG00000099994	4.595	86.44	-3.966	4.32E-191
YPEL1	ENSG00000100027	0.88	3.315	-1.199	3.74E-70
SNRPD3	ENSG00000100028	152.725	71.699	1.08	4.24E-119
PES1	ENSG00000100029	77.907	35.095	1.128	2.35E-108
GGT1	ENSG00000100031	12.455	48.873	-1.89	4.42E-87
PRODH	ENSG00000100033	15.02	35.108	-1.172	5.56E-29
PPM1F	ENSG00000100034	10.87	25.39	-1.153	3.48E-92
MFNG	ENSG00000100060	5.23	30.875	-2.355	3.10E-205
LRP5L	ENSG00000100068	3.595	9.02	-1.125	3.90E-56
SH3BP1	ENSG00000100092	40.579	14.06	1.465	1.28E-104
PIK3IP1	ENSG00000100100	23.865	50.975	-1.064	2.05E-49
GCAT	ENSG00000100116	15.145	6.155	1.174	1.01E-78
GGTLC2	ENSG00000100121	0.03	1.095	-1.024	2.49E-138
MICALL1	ENSG00000100139	37.415	14.58	1.302	4.89E-80
TTC28	ENSG00000100154	2.88	9.13	-1.384	3.88E-115
TPTEP1	ENSG00000100181	1.225	8.16	-2.042	8.98E-42
TCF20	ENSG00000100207	20.23	8.62	1.142	1.09E-93
TOMM22	ENSG00000100216	89.105	27.805	1.645	5.30E-181
TIMP3	ENSG00000100234	54.52	585.692	-3.402	2.69E-170
SUN2	ENSG00000100242	59.624	134.079	-1.156	4.02E-81
HMOX1	ENSG00000100292	30.709	73.574	-1.234	8.90E-41
MCM5	ENSG00000100297	60.275	17.76	1.708	2.30E-163
TTLL12	ENSG00000100304	50.765	13.08	1.878	4.57E-152
PDGFB	ENSG00000100311	8.61	25.584	-1.468	9.21E-77
FOXRED2	ENSG00000100350	12.245	3.785	1.469	1.08E-111
GRAP2	ENSG00000100351	1.275	5.445	-1.502	4.15E-129
NCF4	ENSG00000100365	8.43	39.464	-2.101	3.22E-160
RANGAP1	ENSG00000100401	74.405	36.559	1.005	5.05E-63
PHF5A	ENSG00000100410	58.84	24.43	1.235	5.27E-148
SDR39U1	ENSG00000100445	36.151	73.845	-1.011	4.75E-60
POLE2	ENSG00000100479	7.7	1.655	1.712	3.44E-158
GNPNAT1	ENSG00000100522	13.835	6.1	1.063	1.19E-95
PLEK2	ENSG00000100558	13.765	1.48	2.574	7.75E-140
GSTZ1	ENSG00000100577	23.78	11.355	1.004	3.53E-92
RIN3	ENSG00000100599	8.645	28.884	-1.632	1.85E-155
SIX4	ENSG00000100625	3.94	0.43	1.789	3.04E-149
GALNT16	ENSG00000100626	0.26	3.215	-1.742	5.44E-154
SRSF5	ENSG00000100650	141.155	377.425	-1.413	2.19E-130
GSKIP	ENSG00000100744	16.075	7.12	1.072	2.17E-98
VRK1	ENSG00000100749	17.45	6.09	1.38	3.07E-121
PAPLN	ENSG00000100767	6.765	16.905	-1.205	4.73E-57
NFKBIA	ENSG00000100906	126.031	385.075	-1.604	8.13E-105
REC8	ENSG00000100918	6.39	35.745	-2.314	1.13E-122
NFATC4	ENSG00000100968	15.18	49.43	-1.64	1.23E-77
MMP9	ENSG00000100985	37.135	10.75	1.698	5.24E-43
GINS1	ENSG00000101003	10.46	0.44	2.992	6.33E-299
MYBL2	ENSG00000101057	41.59	1.1	4.342	0.00E+00
PABPC1L	ENSG00000101104	15.274	36.911	-1.22	6.52E-22
PFDN4	ENSG00000101132	55.28	20.875	1.363	4.17E-153
RAE1	ENSG00000101146	37.955	14.66	1.315	2.96E-171
TUBB1	ENSG00000101162	0.07	1.495	-1.221	3.01E-145
SLMO2	ENSG00000101166	53.772	23.635	1.153	2.93E-129
SLCO4A1	ENSG00000101187	3.795	82.486	-4.122	4.43E-152
SLC17A9	ENSG00000101194	4.465	14.364	-1.491	3.19E-64
RASSF2	ENSG00000101265	3.64	24.6	-2.464	1.34E-189
SLC52A3	ENSG00000101276	5.41	0.98	1.695	5.30E-103
RSPO4	ENSG00000101282	0.34	9.41	-2.958	1.68E-183
SIRPB1	ENSG00000101307	2.035	11.3	-2.019	2.76E-129
FERMT1	ENSG00000101311	20.78	0.69	3.688	2.80E-271
MYL9	ENSG00000101335	114.769	570.486	-2.303	2.91E-142
TLDC2	ENSG00000101342	1.45	9.39	-2.084	5.08E-147
SAMHD1	ENSG00000101347	20.325	66.849	-1.67	5.46E-117
PPP1R16B	ENSG00000101445	1.375	6.41	-1.642	9.32E-128
FAM83D	ENSG00000101447	25.615	3.645	2.519	2.04E-154
MAP1LC3A	ENSG00000101460	22.22	65.55	-1.519	3.51E-79
PIGU	ENSG00000101464	28.546	11.835	1.203	1.50E-160
TNNC2	ENSG00000101470	0.57	2.75	-1.256	1.06E-74
LPIN2	ENSG00000101577	6.18	17.385	-1.356	2.41E-102
SMCHD1	ENSG00000101596	10.815	24.08	-1.086	6.94E-74
MYOM1	ENSG00000101605	0.405	1.995	-1.092	4.75E-117
SMAD7	ENSG00000101665	8.885	33.599	-1.807	7.21E-148
RNF125	ENSG00000101695	0.83	2.805	-1.056	2.68E-123
POLI	ENSG00000101751	7.81	17.435	-1.065	3.55E-66
RBBP8	ENSG00000101773	36.166	14.01	1.308	7.92E-105
MXRA5	ENSG00000101825	17.275	3.85	1.914	1.73E-67
PSMD10	ENSG00000101843	57.513	26.5	1.089	1.37E-120
STS	ENSG00000101846	2.085	5.655	-1.109	5.37E-96
NXT2	ENSG00000101888	12.625	3.96	1.458	1.93E-145
PRPS2	ENSG00000101911	32.905	10.78	1.525	1.14E-167
TLR8	ENSG00000101916	0.85	3.365	-1.238	6.34E-64
SUV39H1	ENSG00000101945	7.89	3.285	1.053	1.05E-116
SRPX	ENSG00000101955	5.005	49.836	-3.082	8.47E-164
SYP	ENSG00000102003	0.865	3.355	-1.224	1.58E-84
PLP2	ENSG00000102007	283.105	129.122	1.127	9.68E-84
RENBP	ENSG00000102032	10.285	32.04	-1.55	6.12E-101
RS1	ENSG00000102104	0.01	1.75	-1.445	2.23E-235
TAZ	ENSG00000102125	24.13	63.729	-1.365	1.36E-79
PGK1	ENSG00000102144	708.021	249.171	1.503	1.48E-126
GATA1	ENSG00000102145	0.07	1.625	-1.295	2.32E-206
SMS	ENSG00000102172	91.826	37.104	1.285	6.12E-102
PHEX	ENSG00000102174	0.53	2.13	-1.033	2.04E-69
SYTL4	ENSG00000102362	4.28	17.765	-1.829	1.14E-146
KIAA0226L	ENSG00000102445	1.495	4.58	-1.161	1.41E-79
NDFIP2	ENSG00000102471	26.91	11.46	1.163	2.13E-94
KLF5	ENSG00000102554	88.929	19.965	2.101	5.39E-107
SGCG	ENSG00000102683	0.15	2.84	-1.739	4.32E-119
FLT1	ENSG00000102755	6.53	20.23	-1.495	3.90E-118
RGCC	ENSG00000102760	30.38	611.22	-4.286	0
MEDAG	ENSG00000102802	2.47	7.995	-1.374	7.60E-51
TSC22D1	ENSG00000102804	57.779	137.935	-1.241	1.45E-89
MSLN	ENSG00000102854	5.23	64.679	-3.398	1.56E-85
MGRN1	ENSG00000102858	17.7	36.435	-1.001	1.10E-91
HSF4	ENSG00000102878	16.959	44.854	-1.352	9.48E-34
GDPD3	ENSG00000102886	2.63	9.09	-1.475	1.16E-87
NFAT5	ENSG00000102908	3.47	8.49	-1.086	8.03E-102
PLLP	ENSG00000102934	10.32	55.681	-2.324	1.63E-145
ZNF423	ENSG00000102935	0.745	3.14	-1.246	2.80E-103
NDRG4	ENSG00000103034	14.955	31.044	-1.006	1.56E-13
HAS3	ENSG00000103044	44.769	3.255	3.427	1.21E-103
SLC7A6	ENSG00000103064	7.885	18.246	-1.115	3.66E-85
TAF1C	ENSG00000103168	16.939	56.635	-1.684	5.76E-101
WFDC1	ENSG00000103175	1.865	24.855	-3.174	9.85E-248
TSC2	ENSG00000103197	28.561	59.426	-1.032	3.18E-70
FOXF1	ENSG00000103241	1.58	27.45	-3.463	6.71E-289
HAGHL	ENSG00000103253	4.59	10.275	-1.012	2.59E-36
SLC7A5	ENSG00000103257	76.709	9.145	2.937	1.56E-163
MEFV	ENSG00000103313	0.37	4.84	-2.092	1.28E-208
PIEZO1	ENSG00000103335	57.005	152.99	-1.409	6.00E-84
RRN3P2	ENSG00000103472	0.54	3.43	-1.524	8.78E-151
QPRT	ENSG00000103485	4.855	11.13	-1.051	6.51E-19
MAZ	ENSG00000103495	199.147	96.985	1.03	1.44E-110
STX4	ENSG00000103496	41.291	90.735	-1.117	1.24E-98
KAT8	ENSG00000103510	26.511	58.415	-1.111	4.67E-110
TMC5	ENSG00000103534	3.77	20.85	-2.196	6.73E-90
KNOP1	ENSG00000103550	21.295	8.11	1.291	8.93E-125
HERC1	ENSG00000103657	15.785	42.206	-1.364	1.38E-145
RASL12	ENSG00000103710	2.695	31.645	-3.143	3.53E-278
HOMER2	ENSG00000103942	13.18	5.13	1.21	1.93E-57
ZNF106	ENSG00000103994	8.105	19.1	-1.142	7.67E-107
RHOV	ENSG00000104140	32.755	0.64	4.363	4.65E-216
OIP5	ENSG00000104147	8.39	0.4	2.746	1.41E-281
MYEF2	ENSG00000104177	4.885	12.055	-1.15	3.30E-43
LAPTM4B	ENSG00000104341	115.451	30.506	1.886	1.68E-148
IKBKB	ENSG00000104365	24.68	55.301	-1.133	1.39E-62
ESRP1	ENSG00000104413	55.51	14.405	1.875	2.73E-183
NDRG1	ENSG00000104419	577.328	203.635	1.499	8.11E-52
NCALD	ENSG00000104490	5.145	17.78	-1.612	2.90E-87
GSDMD	ENSG00000104518	48.44	101.37	-1.05	1.67E-71
PYCRL	ENSG00000104524	13.085	4.435	1.374	6.49E-134
GSR	ENSG00000104687	41.871	20.08	1.024	1.33E-59
ERICH1	ENSG00000104714	9.07	24.335	-1.331	4.36E-114
TUSC3	ENSG00000104723	58.641	26.875	1.097	8.92E-38
MCM4	ENSG00000104738	70.479	7.065	3.148	2.35E-264
FCGRT	ENSG00000104870	73.353	228.539	-1.626	1.54E-141
RNASEH2A	ENSG00000104889	45.754	8.7	2.269	1.11E-217
KLC3	ENSG00000104892	11.025	1.11	2.511	5.93E-170
LYL1	ENSG00000104903	2.79	12.785	-1.863	9.99E-162
RETN	ENSG00000104918	0.71	28.364	-4.102	8.23E-252
IL4I1	ENSG00000104951	7.375	1.73	1.617	9.50E-80
TLE6	ENSG00000104953	1.46	4.165	-1.07	5.08E-50
NOVA2	ENSG00000104967	0.42	7.785	-2.629	0.00E+00
LILRB1	ENSG00000104972	3.24	14.89	-1.906	2.36E-120
LILRA1	ENSG00000104974	0.42	3.16	-1.551	2.25E-156
TNNT1	ENSG00000105048	19.005	3.725	2.082	2.66E-48
RASAL3	ENSG00000105122	3.495	19.445	-2.185	3.96E-147
SYDE1	ENSG00000105137	4.405	17.67	-1.788	2.82E-168
FBL	ENSG00000105202	345.369	127.053	1.436	1.36E-124
GPI	ENSG00000105220	362.691	112.15	1.684	6.57E-138
PRX	ENSG00000105227	1.345	42.885	-4.226	0.00E+00
SLC1A5	ENSG00000105281	152.778	67.669	1.163	1.01E-80
