Gene_name	Description	Tumor	Normal
RP4-800G7.2		1815	11.68
IGKV1-27		56.01	13695
RP3-449O17.1		3235	8369
FCGR2C		3265	20825
RP5-894A10.2		2.09	7.81
RP11-20O24.4		1855	6.7
HBB		24.54	1132503
N4BP2L2		25235	67796
RP11-875O11.1		0.61	2.84
RNF139-AS1		1095	3295
NEAT1		196276	1531308
RP11-277P12.20		2.74	0.31
RAD51-AS1		2.6	9225
RP11-33B1.1		8035	17525
LINC00968		175	4785
RP11-894P9.1		1325	6.26
RP11-1277A3.2		0.72	3.15
UBAP1L		0.54	2975
PGAM5		35.25	9945
MIR210HG		14.77	6.57
MTND4P12		13175	0.3
NR2F2-AS1		815	4.96
LINC00926		0.86	4.96
FOXD1-AS1		5.72	0.58
FAM13A-AS1		0.63	9.19
RRN3P1		2.29	10575
LINC01197		205	1.99
SEMA6A-AS1		535	4715
MTATP6P1		642743	1719412
RP11-241F15.1		0.05	1265
TMEM110-MUSTN1		1	6.05
RP11-974F13.5		0.08	1.3
RP11-362F19.1		0.16	1.37
TNFSF12-TNFSF13		0.87	5.49
HHIP-AS1		0.88	7.31
FMN1		1.12	4095
RP11-319G6.1		3.65	1.31
RP11-1334A24.6		0.39	2.66
RP11-742B18.1		1.73	0
SLED1		0.16	2345
LINC01088		0.41	2985
RP11-434D9.1		0.09	1635
NAIP		3.94	20505
LINC01234		1.16	0.01
MIR143HG		0.39	6945
RP11-83M16.4		1.43	0.09
RP11-673E1.3		0.31	2195
ECSCR		7	59.41
PVT1		28585	10025
PDCD6		171.86	75149
RAC1P2		17535	7025
TMEM158		8.15	1.11
YJEFN3		1415	5.58
RP11-677M14.3		0.17	2.16
RP11-848G14.5		0.61	6.57
PKD1P6		7455	29.27
XXbac-BPG246D15.9		4.32	1.42
KIAA1456		215	3325
MGC32805		0.36	2695
RP11-1391J7.1		0.14	1.5
GPR162		1.86	21865
RP4-669L17.8		5585	14.43
LINC00491		1935	0
RP11-486L19.2		1.64	0.02
SEPP1		115415	358156
RP11-710F7.2		0	1015
SNHG18		4.22	11.89
RP11-253E3.3		1015	3.26
RP11-357D18.1		0.06	4369
ZFPM2-AS1		3.93	135
IGKV2D-40		7929	1.19
RP11-701P16.5		0.15	1785
SHANK3		3.53	39411
LINC00958		16614	0.11
RP11-420A23.1		0.55	3325
FOXD1		4325	0.34
IGKV1D-39		597708	100593
MALAT1		55859	360898
RP11-326C3.11		0.73	2555
RNA5SP216		0	9.72
RN7SKP70		0.26	1635
PCDHGA12		0.51	3.09
LINC01605		1835	0.12
RP11-360L9.7		2155	0.37
RP11-582J16.5		985	4095
HOXA10		7665	0.17
TMEM200B		2215	7.71
PCDHGB6		455	2085
TRNP1		4.16	10115
RP11-231D20.2		1.87	0.01
RP11-395I14.2		0.1	1.34
HOXA-AS2		4.02	11315
NKX2-1-AS1		0.16	2135
RP11-758M4.4		4.26	0
PRKDC		83484	32785
IGHGP		79928	1.4
RBPMS-AS1		0.82	5.49
PCDHGB7		0.93	5.66
RP11-578O24.2		0.3	2.03
SIGLEC14		1.58	7.15
RP11-261P9.4		215	2.43
RP11-110I1.11		0.53	2.5
HSPB2-C11orf52		715	11.36
RP11-755F10.3		0.27	1585
RP4-791M13.3		0.35	1755
RP11-676M6.1		5.46	1.34
RP11-152H18.3		1855	8.29
RP11-265D17.2		2485	7.06
SENCR		0.32	2
IGLL5		135269	32231
RP11-805J14.5		10	3275
MEX3A		3655	0.41
RP11-672A2.4		0.18	2175
RP11-496I9.1		1.27	19475
GVINP1		0.37	2.01
NPIPA2		0.25	1875
RP11-661A12.5		0.34	1.68
RP11-770J1.5		5105	12.43
NAV2-AS1		0.96	3
RP11-110I1.5		1.32	8075
RP11-326C3.7		1.19	6.12
SCARNA9		915	3.44
INMT-FAM188B		0.03	3005
RP11-1081L13.4		0.24	1.66
STX16-NPEPL1		0.92	12335
RP11-326C3.2		2405	38255
RP11-802E16.3		1.49	11345
PIGY		19339	2.81
MIR100HG		0.15	2.11
RP11-750H9.5		1.27	7625
RP11-350N15.4		0.56	4625
RP11-166D19.1		2.73	10.91
RP11-326C3.12		105	1.71
SOGA3		0.13	2395
RP11-411B6.6		0.61	3.62
RP11-732A19.5		3.3	14175
TBX5-AS1		865	11.46
RP11-890B15.3		1275	4025
RP11-736K20.5		175	1.8
LINC00925		1815	0.22
RMST		0	1.38
MT1JP		0.04	4.2
RP11-197N18.2		0.65	2445
SMIM3		11405	28744
RPL41P2		118.52	33121
RP11-1038A11.3		2.16	0
RP11-116G8.5		163794	0.04
RP11-73M18.2		5.18	0
RP11-598F7.6		0.34	1.83
RP11-173P15.5		2.65	0
RP11-424C20.2		2015	0.08
KLRAP1		0.75	2695
RP11-598F7.5		0.39	2195
RP11-783K16.5		6515	0.61
RP11-598F7.3		0.29	9.55
RP11-273B20.1		1335	4.3
SNRPEP2		17625	2.23
HP		12319	33595
PWAR6		0.33	3105
RP11-521B24.5		985	7195
MGAM		0.12	2475
RP11-983P16.4		5.18	14995
RP11-359M6.1		0.04	2.12
RP11-278C7.1		0.78	2695
RP11-896J10.3		0.09	3825
RP11-203J24.9		2365	23275
OR7E47P		1205	26.36
PSMA3-AS1		17265	48805
RP11-1103G16.1		1465	0
RP3-416H24.1		0.38	11.42
INAFM1		7195	21505
RP11-1143G9.4		9265	23477
RP1-78O14.1		0.19	3275
RP11-386G11.10		155815	36.63
RP11-293I14.2		1.53	0
RP11-588H23.3		215	2.33
RP11-161H23.5		235.2	45405
RP11-488C13.5		7.77	16985
RP11-644F5.10		0.78	2795
RP11-649E7.5		6.73	435
PPT2-EGFL8		1315	5.55
RP11-471B22.2		0.48	3
LINC00641		1255	7.16
RP11-164J13.1		0.7	8465
RP11-76E17.3		0.16	1.58
RP11-203M5.7		0.58	3035
RHOXF1-AS1		0.41	5715
RP11-638I2.10		0	1.51
RP11-488C13.7		2.77	7875
LINC00930		0.05	2545
RP11-66N24.3		2095	10.91
RP11-356K23.1		0.14	1.53
RP11-408B11.2		1505	0
RNASE4		6875	41324
RP11-7F17.3		0.1	1465
RP11-259K15.2		95	1.77
TUBB3		24.34	2205
LINC00519		4.19	0.09
HMGN1P3		0.48	1.99
RP11-368P15.3		835	3.79
SMIM6		0.24	1.91
RP6-65G23.3		3355	575
RP11-903H12.5		3.73	16.9
ITGB3		905	4.38
RP11-182J1.12		1295	6.37
RP11-562A8.4		0.29	1885
RP11-468E2.5		465	2155
INAFM2		6025	13145
RP11-624L4.1		3.33	0.1
RP11-316M1.12		2445	665
TGIF2-C20orf24		2.89	0.36
RP11-158M2.3		0.21	1475
RP11-16E12.1		0.27	1595
SORD2P		10.15	1.41
RP11-365N19.2		0.37	1885
RP11-89K11.1		0.79	4135
RP11-707P17.2		0.22	2245
RP11-499F3.2		1.03	0
SLC22A31		2.77	66837
RP11-284N8.3		0.73	4.06
RP11-488L18.10		4.8	20455
RP11-1100L3.8		1235	7105
LINC00261		0.13	2455
RP11-553L6.5		3515	20604
HOXB7		15775	2645
LA16c-390E6.4		0.52	4435
RP11-254F7.2		2.4	7225
RP5-1142A6.9		1.16	7.09
RP11-212I21.2		0.33	3765
RP11-616M22.5		0	1595
RP11-424G14.1		0.1	1.46
RP11-588K22.2		3.71	10965
RP5-1085F17.3		2885	8.13
RP11-44F21.5		7195	0.33
RP11-77H9.2		2075	5.51
RP11-395I6.3		535	2.36
RP11-645C24.5		0.27	1705
MRC1		3.93	42.31
RP11-386M24.6		0.04	1165
RP11-384K6.6		2075	5.71
SCX		1	3085
RP11-541N10.3		0.86	5.04
RP11-63M22.2		1055	8.97
FAM157C		4.6	13.65
MT1L		6275	37745
RP13-516M14.1		3255	11585
RP11-24N18.1		5.23	19135
RP11-23N2.4		375	2035
RP11-513N24.1		0.05	1645
RP11-106M3.2		0.15	1.45
RP11-72I8.1		0.8	3175
RP11-311C24.1		13005	35801
RP5-882C2.2		1.13	4295
RP11-161M6.2		0.43	1865
RP11-434B12.1		0.44	2675
RP11-196G11.2		0.16	1.5
RP4-575N6.5		45	1125
LINC00622		0.67	2.35
RP11-476D10.1		0.08	1.89
RP4-647J21.1		0.66	2435
RP11-96C23.11		225	2265
RP11-303E16.2		6885	2115
RP11-1000B6.3		535	2415
RP11-264B17.3		0.46	2495
RP11-325K4.2		1.09	5.6
RP3-523K23.2		13865	0.05
RP3-512B11.3		3535	0.44
RP11-389C8.2		0.68	4735
RP11-325K4.3		0.49	2.63
ULK4P1		275	1705
RP11-524D16__A.3		1505	7.14
LINC01355		0.8	2.9
PECAM1		20.76	179401
VPS9D1-AS1		7.81	1.54
RP11-455F5.5		0.42	2.81
RP11-399O19.9		0.55	2.2
RP11-106M3.3		595	2.28
UBE2MP1		2.37	0.46
RP11-1024P17.1		0.2	3665
RP11-757F18.5		835	2.87
RP11-448G15.3		0.35	3.75
LA16c-358B7.3		1.32	6235
SMG1P7		1525	6.55
RP11-384L8.1		0.66	2.62
RP11-401P9.4		455	7.95
RP11-345J4.5		41316	12.8
RP11-44F14.2		2005	0.39
RP11-141J13.5		0	1.14
MMP25-AS1		3.4	12575
RP11-589P10.5		825	5545
RP11-876N24.4		0.29	2155
RP11-473M20.9		0.58	13.12
MMP12		38175	0.2
RP11-667K14.4		3625	0
RP11-334C17.5		2.27	13345
SPON1		6.43	49745
RP11-196G11.4		0.65	2.65
MRPL12		100.61	34.77
RP11-498C9.2		3115	0.8
RP11-1055B8.4		515	6.44
RP11-235E17.6		745	3.17
RP11-294J22.6		0	1635
MYZAP		0.96	29161
RP11-810M2.2		7.72	17645
RPS7P1		28329	12.96
RP1-59D14.5		605	3575
RP11-160E2.19		0.27	2.13
RP11-160O5.1		8.38	2.55
FAM72C		2.69	0.27
IKBKE		10.45	4.13
HID1-AS1		0.05	1.61
MSMB		4165	1145
RP11-927P21.5		2.66	21.33
RP11-334E6.12		18725	6684
RN7SL381P		0.26	1545
RP11-789C17.5		0	3135
RP11-159D12.2		2285	10.81
MAGOH2P		0.31	1865
SNRPGP2		42.44	4.59
RN7SL15P		0	1.07
RP11-360L9.8		1695	5.52
RP11-186B7.4		1.8	8745
GJA5		5.65	23.11
RP5-1171I10.5		0.51	4.56
RBM8A		180.18	89263
RP13-104F24.3		5.16	33625
TIMM23		57865	26.82
RP11-138I1.4		129301	58726
RP11-789C17.1		0.07	1.51
RP11-524F11.1		0.46	1.96
RP11-68I3.11		0.09	1295
RARA-AS1		1.05	5.36
RP11-1376P16.2		0.56	3235
MAFG-AS1		5215	1.58
RP11-5A19.5		0.99	4275
ZNF488		1.36	0.11
LINC00668		6005	0.02
TXNIP		115283	765468
GATA6-AS1		205	7425
SRGAP2		13525	35931
RP11-452I5.2		4.29	0.75
SNORA59B		0.36	1.92
RP11-159D12.5		1645	5.55
NBPF15		9.71	25845
RP5-890E16.4		14485	0
GDF10		0.17	15.73
MYO15B		10275	185515
RP13-104F24.1		3.65	23645
RP11-19P22.8		3.01	11.15
FXYD1		3245	77286
RP4-657D16.3		695	2565
PCAT19		0.98	20505
RP11-677O4.6		0	4.71
RP11-861E21.2		0.19	1.51
LCN6		0.06	5075
RP11-264B14.1		0	1.34
RP11-49K24.6		3545	1.24
LINC01140		1.89	8.44
TBX2-AS1		1295	17659
RP11-793H13.10		1.33	9.15
RP11-397A16.1		2.03	0
KC6		3055	0.19
SNHG22		0.91	4055
RP11-1094M14.8		0.64	3.32
ZNF582-AS1		0.53	3.32
MIR497HG		1105	8865
S1PR2		3995	13.4
RP11-400F19.18		0.18	1365
ZNF224		5985	19.03
RP11-2N1.2		0	1.1
MAGEA9B		3755	0
NBPF12		3.9	9.19
RP5-1057I20.4		1355	7.12
SLC6A14		3705	8505
FAM156A		8.79	21675
FENDRR		0.77	41291
RP3-461F17.3		25034	6325
VN1R83P		0.38	1775
RP11-34P13.15		15779	46339
TRABD2B		0.23	1855
LINC01082		0.07	2.82
PTOV1-AS2		5.33	26115
NBPF9		5955	16395
ZNF528-AS1		1.86	4875
RP11-73M18.10		3.06	8405
RP3-467L1.6		875	3025
RP11-932O9.9		0.96	6.57
RP11-394O4.5		1.42	20095
RP11-73M18.7		3.52	10095
RP11-2B6.3		0	1105
RP11-324I22.3		0.53	2415
RP11-73M18.8		7105	20115
RP5-940J5.9		86103	0
RP11-498E2.9		0	1335
RP3-426I6.5		0	1.28
RP11-34P13.16		8095	32394
RP11-497H16.9		4.36	12675
RP11-276H19.2		3435	0.2
RP3-449M8.9		0.35	1.72
RP11-540B6.6		2.81	7415
RP3-426I6.6		0.15	1.35
RP11-390K5.6		0.3	1.71
MIR222HG		2.4	10.4
RP11-78O7.2		0.79	2.74
RP11-73M18.6		0.59	2835
MINOS1-NBL1		6.15	1405
RP11-544M22.13		14.29	0.28
LINC01480		0.66	2.46
NCBP2-AS2		39424	15.44
RP11-258C19.7		2355	7.61
NBPF8		3.87	12.79
PFN1P2		0.62	2455
RP11-796E10.1		1145	0
IGHV3-30		217315	45005
PKD1P6		6.62	26009
RP11-373D23.2		1145	4.71
HSPE1-MOB4		7.45	3.05
RPS10-NUDT3		17175	7.55
HIST2H4A		15.53	6015
RP11-2E11.9		785	2585
RP11-326C3.15		145	2655
RP11-416L21.2		1715	0
RP11-171I2.4		325	1.79
SRXN1		48331	19.83
NBPF19		2.79	10.59
NBPF10		1515	6005
RP3-368A4.5		2.09	6.78
MMP28		3.42	33.49
RP3-368A4.6		1.07	4335
LIX1L		6445	14.46
MILR1		3055	8745
RP11-408O19.5		0.13	1435
SNX29P2		0.43	2945
RP11-787I22.3		0.24	2.6
RP11-254F7.3		2085	7225
XXbac-BPG299F13.14		0.24	1995
CYB561D2		985	3.48
RP11-97C16.1		2245	10875
RP11-482H16.1		0.25	3565
RP4-635E18.8		2.89	15.13
RP11-884K10.6		0	1.16
RP11-188P20.3		0.34	2915
RP11-415F23.2		0.24	1555
RP4-734G22.3		245	1565
LA16c-380H5.5		0.21	1465
RP13-582O9.7		1375	0
RP11-802O23.3		0.55	3.45
RP5-855D21.1		0.71	5715
XXbac-BPGBPG55C20.2		605	2.29
RP1-151F17.2		1.1	3375
RP1-257A7.5		2.24	20224
FAM47E-STBD1		3105	10.76
RP5-1024N4.4		0.06	1435
XXbac-BPG299F13.17		0.56	2615
RP11-459I19.1		0.09	1.26
MUSTN1		525	20549
ZSWIM8-AS1		0.58	3645
RP11-737O24.5		0.18	1.54
GS1-114I9.1		4745	20.05
RP11-571I18.4		215	1.47
RP11-190A12.8		865	3.47
RP3-508I15.21		3.27	12.43
STAG3L5P-PVRIG2P-PILRB		19.35	46634
RP11-326G21.1		0.68	3.91
RP11-5C23.1		1.32	3.91
RP13-1016M1.2		0.22	2.95
RP11-286H15.1		0.1	23.73
RP11-260M2.1		0.85	3.11
RP5-855D21.3		0.82	4315
RP11-295M18.6		0.12	1385
RP3-402G11.27		675	2.84
RP11-513M16.7		0.7	4435
RP11-347I19.8		1.12	4885
RP11-408A13.4		0.37	2.74
LL22NC03-N14H11.1		4.74	1155
RP5-1159O4.1		0.92	5.4
RP11-574K11.31		0.45	2.42
RP11-500M8.7		0	1.88
RP11-134L10.1		1.01	4.29
RP11-307C18.1		0.28	2.02
KB-1572G7.2		1365	5185
RP11-479G22.8		1185	3.77
RP11-216L13.19		0.32	1.69
RP3-508I15.20		0	3.02
RP11-302L19.3		0.19	3315
NBPF26		2145	9105
RP3-402G11.28		795	3435
GS1-293C5.1		205	2155
RP11-20I20.4		0.98	9019
RP11-5C23.2		0.41	1.92
RP3-402G11.25		0.68	3.78
RP11-513M16.8		1.08	5.49
SERPINA3		21809	90917
RP11-136C24.3		75	1155
RP11-386I14.4		1655	6.83
RP11-804H8.6		575	2.54
RP11-378A13.2		1.85	6.84
RP5-1074L1.4		1.38	5.41
RP13-514E23.2		0.23	1555
RP11-434H6.7		1615	6.48
RP11-180C16.1		2195	8485
RP11-390P24.1		4.05	11.02
RP11-59C5.3		0.31	1.98
RP11-7F17.8		225	1.89
LLNLR-470E3.1		0.65	4975
RP11-635O16.2		0.02	1.47
Metazoa_SRP		0	1.71
Metazoa_SRP		1052058	213.3
uc_338		0	3559
NATD1		2.48	7.46
KB-68A7.1		0.23	1.56
RP11-357P18.2		0.24	3.49
GGTLC3		0.22	1965
SNORA73A		2545	0
RP11-44M6.7		2.24	19645
RP11-347I19.7		475	2.9
RP11-345J18.2		0.15	1.38
RP11-227G15.10		0.3	1605
RP11-433J22.2		155	2275
TBC1D3L		4.15	14.54
RP6-159A1.4		0.47	10.61
RP11-147L13.12		2645	7.91
IGHV2-70		24261	7.16
PI4KAP1		5.67	24565
RP11-12G12.7		9.96	1.99
TBC1D3B		1.11	3785
RP11-65I12.1		1035	3985
RP5-864K19.6		2	0.07
MLLT6		23454	65584
Metazoa_SRP		0.27	1.65
RNA5-8S5		1156.94	332842
RP11-455F5.6		0.18	1.47
HNF1B		235	6.05
RP11-334C17.6		1.49	0
DLEU2_6		3944	0
RP4-681N20.5		675	2.36
RP11-291I6.2		0	1545
U47924.32		0.21	1815
HIST1H2BH		5.71	845
RP11-403A3.3		325	2825
LINC00162		0.05	1.15
RP13-516M14.10		1.03	8985
RP4-545L17.11		1035	0
UHRF1		14295	795
RP11-481J2.3		2.44	0.38
WHAMMP3		915	3505
RN7SL1		962437	143513
RP11-481J2.4		775	2845
RP11-403A3.2		0	1.48
RP11-490B18.6		0.59	2585
RP11-139H15.5		0.62	3.13
PCDHGB5		0.51	2.36
HERC2P2		10.59	47476
IGKV1D-13		7845	1995
RP11-407G23.7		0.23	1805
RP5-1057I20.5		0.2	1555
RP11-1000B6.7		0.83	2875
HOTAIRM1_2		0	3655
IGHV4-4		9.66	3.02
RP11-713N11.6		0.21	2225
RMRP		10.47	4.28
HIST1H2AE		5.06	1.82
RPPH1		8395	3.19
RP11-326C3.16		755	2655
RP11-837J7.4		0.58	3135
RP11-325L12.6		0.18	3.01
MARCKS		67716	32316
RP11-147L13.13		1.79	6255
GPIHBP1		365	21855
RP11-93B14.9		845	2.82
RP11-9E17.1		2155	445
PGM5P3-AS1		0.08	1.23
RP11-427L15.2		0.34	2375
HOTAIRM1_5		0	4134
RP11-734K23.9		1.88	12005
RNA5-8S5		1156.94	332842
PSMB3		250592	123173
RP11-11N7.5		0.83	3.94
uc_338		0	1.13
RP11-45A17.2		1.05	3.64
RP11-403P17.6		2255	7525
RP11-452N17.1		15.42	6.86
RP11-736N17.10		0.21	1555
RP11-196G11.5		10.01	30.06
RNA5-8S5		1156.94	332842
IGLV2-8		66701	24245
RP5-906C1.1		0.55	2.78
RNA5-8S5		1156.94	332842
RP11-245D16.4		2325	0.59
RP11-294C11.2		2.1	0
RP11-81A1.6		1475	7.84
Metazoa_SRP		3475	375
RP11-468E2.11		1.91	5.82
RP11-45M22.2		715	4.02
RP11-640N20.4		0.39	1895
HEIH		15.47	34.41
RP11-574K11.24		2.92	12.62
RP11-517I3.2		0.34	2535
RP11-609D21.3		0.63	2285
RP3-331H24.7		0.31	8905
RP4-737E23.6		0.04	1515
RP3-425C14.4		2015	7.32
RPL41		4281.2	1855702
RP11-20I23.2		685	3.44
RP11-394B2.1		0.37	1965
RP11-96D1.8		0.35	1915
RP11-609N14.4		0.27	4705
RP11-574K11.32		0.85	3.89
RP13-554M15.2		0.26	1.63
RP13-20L14.10		0.31	1.72
RP11-58O9.2		1.98	0.06
RP4-742C19.13		235	1875
RP11-43N16.4		1025	7005
RP11-158H5.2		325	1675
RP11-295D4.3		0.68	2405
RP11-205M5.3		7.93	65876
RP11-87H9.4		1.57	7805
RP11-33E12.2		0.96	3.97
RP11-876N24.3		1.09	6.68
XX-FW83563B9.5		0.92	2875
LA16c-380F5.3		635	3915
MIR4697HG		0.27	1965
RP11-1228E12.1		3895	8795
RP11-338K17.10		0.48	2295
RP11-736K20.4		0.11	2.86
RP11-80P20.3		0.1	2.13
RP13-516M14.8		0.42	2.71
IGHV1-69-2		117644	13.33
RP11-361L15.3		3725	10.48
SH3PXD2A-AS1		1.3	135
LINC01232		3.32	0.85
RP11-216B9.9		0.13	1.3
N4BP2L2-IT2		0.32	3515
NPTN-IT1		0.38	2675
LINC01176		1.81	4.73
TGFB2-OT1		1155	4055
RBM5-AS1		0.37	3.06
LINC00891		0.27	3515
GIMAP1-GIMAP5		1.58	9.9
LL22NC03-N95F10.1		0.14	5.83
TMBIM4		0	12545
RP11-27G14.4		3375	0.39
WASH5P		16.85	46775
LINC01002		39.49	98.08
