Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
AOPEP		14	14	1.7	No
ATG4C		14	14	1.7	No
MAEL		14	14	1.7	No
UBASH3B		14	14	1.7	No
SERPINB12		14	14	1.7	No
WNT3A		14	14	1.7	No
DPH6		14	14	1.7	No
FAM110B		14	14	1.7	No
ZNF622		14	14	1.7	No
CCDC74A		14	14	1.7	No
TMEM67		14	14	1.7	No
IGFN1		14	14	1.7	No
SNX29		14	14	1.7	Yes
HTRA3		14	14	1.7	No
ARHGAP12		14	14	1.7	No
TUBA3E		16	14	1.7	No
IL17F		14	14	1.7	No
OSBPL1A		14	14	1.7	No
ZNF554		14	14	1.7	No
CCDC151		14	14	1.7	No
AGAP1		14	14	1.7	No
AGAP3		16	14	1.7	No
TAGAP		16	14	1.7	No
SLC15A4		14	14	1.7	No
CSNK1A1L		14	14	1.7	No
TDRD9		14	14	1.7	No
ZNF543		14	14	1.7	No
TMIGD2		14	14	1.7	No
IRGQ		14	14	1.7	No
WDR63		14	14	1.7	No
OR10J5		14	14	1.7	No
BPIFB6		14	14	1.7	No
NEU4		14	14	1.7	No
RFTN2		14	14	1.7	No
M1AP		14	14	1.7	No
KLHL40		14	14	1.7	No
SPATA4		16	14	1.7	No
ZNF786		14	14	1.7	No
ZNF572		14	14	1.7	No
ABRA		14	14	1.7	No
DGKK		14	14	1.7	No
MIPOL1		14	14	1.7	No
SPATA8		16	14	1.7	No
TTBK2		14	14	1.7	No
GSG1L		14	14	1.7	No
CCBE1		15	14	1.7	No
TMC4		14	14	1.7	No
ZNF599		14	14	1.7	No
CKAP2L		14	14	1.7	No
SLC16A14		14	14	1.7	No
NFXL1		14	14	1.7	No
ZNF595		14	14	1.7	No
RNF145		14	14	1.7	No
FMR1NB		14	14	1.7	No
ZDHHC15		14	14	1.7	No
CLEC12A		14	14	1.7	No
TMTC3		18	14	1.7	No
STRC		14	14	1.7	No
FNDC7		14	14	1.7	No
SDE2		15	14	1.7	No
GALNTL5		14	14	1.7	No
ZNF467		14	14	1.7	No
OLFML2A		15	14	1.7	No
PWWP2B		14	14	1.7	No
CFAP221		14	14	1.7	No
MUC20		14	14	1.7	No
AMER2		14	14	1.7	No
ARMC3		14	14	1.7	No
OR9Q1		14	14	1.7	No
OR5B21		14	14	1.7	No
ZSCAN25		14	14	1.7	No
WDR27		14	14	1.7	No
AKNAD1		14	14	1.7	No
TAS2R40		14	14	1.7	No
ADGRF1		14	14	1.7	No
MKX		14	14	1.7	No
IGSF22		14	14	1.7	No
NEK8		15	14	1.7	No
ZIK1		14	14	1.7	No
TMEM145		14	14	1.7	No
VSTM1		14	14	1.7	No
FAM83H		14	14	1.7	No
OR13C9		14	14	1.7	No
P2RY8		14	14	1.7	Yes
LUZP2		16	14	1.7	No
ESPNL		15	14	1.7	No
PRR30		14	14	1.7	No
RTL4		14	14	1.7	No
SYT10		14	14	1.7	No
ZNF677		14	14	1.7	No
ZSCAN22		14	14	1.7	No
CCDC18		14	14	1.7	No
ACTBL2		14	14	1.7	No
ARSH		14	14	1.7	No
ZNF530		14	14	1.7	No
SHISAL2A		14	14	1.7	No
LCE2D		16	14	1.7	No
KRT77		16	14	1.7	No
C12ORF42		14	14	1.7	No
ZNF773		15	14	1.7	No
NPSR1		14	14	1.7	No
ZNF728		14	14	1.7	No
OR52K1		15	14	1.7	No
OR51I2		14	14	1.7	No
OR2A25		17	14	1.7	No
PCNX3		16	14	1.7	No
OR51T1		14	14	1.7	No
TYW1B		14	14	1.7	No
DPRX		14	14	1.7	No
CLLU1OS		14	14	1.7	No
ABAT		13	13	1.5	No
ABL1		13	13	1.5	Yes
ASIC1		14	13	1.5	No
ACVR2A		13	13	1.5	Yes
ADAM10		13	13	1.5	No
AEBP1		13	13	1.5	No
AGA		14	13	1.5	No
JAG1		13	13	1.5	No
ALCAM		14	13	1.5	No
ALOX15		13	13	1.5	No
ALPP		14	13	1.5	No
APLP1		13	13	1.5	No
TRIM23		13	13	1.5	No
ARF5		13	13	1.5	No
ART3		13	13	1.5	No
ASNA1		13	13	1.5	No
ATP2B4		13	13	1.5	No
BAAT		13	13	1.5	No
BCR		13	13	1.5	Yes
BDKRB1		13	13	1.5	No
BFSP1		13	13	1.5	No
BLK		13	13	1.5	No
BYSL		13	13	1.5	No
CA3		13	13	1.5	No
CAMK4		13	13	1.5	No
CAST		13	13	1.5	No
CCNF		13	13	1.5	No
CMKLR1		13	13	1.5	No
CNGA1		16	13	1.5	No
CP		13	13	1.5	No
CPD		13	13	1.5	No
CPN2		13	13	1.5	No
CST4		13	13	1.5	No
CTSG		13	13	1.5	No
CTSL		13	13	1.5	No
CYP2A6		14	13	1.5	No
CYP2C9		13	13	1.5	No
DBN1		13	13	1.5	No
DDB1		13	13	1.5	No
DES		13	13	1.5	No
DPYSL3		13	13	1.5	No
DRD5		15	13	1.5	No
DSG2		13	13	1.5	No
EDN3		13	13	1.5	No
EIF5		13	13	1.5	No
ELF1		13	13	1.5	No
ESR2		14	13	1.5	No
ETV1		15	13	1.5	Yes
EVX1		13	13	1.5	No
FDXR		13	13	1.5	No
FOXC2		13	13	1.5	No
GABRP		13	13	1.5	No
GALNT2		13	13	1.5	No
GART		13	13	1.5	No
GCG		13	13	1.5	No
GCNT1		16	13	1.5	No
MSTN		13	13	1.5	No
GLUD1		13	13	1.5	No
GNAZ		14	13	1.5	No
GOT2		13	13	1.5	No
GPR37		17	13	1.5	No
GRB10		14	13	1.5	No
GRM4		13	13	1.5	No
GSR		13	13	1.5	No
GSTA2		13	13	1.5	No
HAS2		14	13	1.5	No
HLF		13	13	1.5	Yes
HOXA10		13	13	1.5	No
HOXB8		13	13	1.5	No
HRC		13	13	1.5	No
HSD3B2		13	13	1.5	No
HSPA2		14	13	1.5	No
HSPA9		14	13	1.5	No
HSP90AA1		13	13	1.5	Yes
HTR1F		13	13	1.5	No
IKBKB		13	13	1.5	Yes
IL1RAP		13	13	1.5	No
KCNA3		13	13	1.5	No
KCNG1		13	13	1.5	No
KCNJ8		13	13	1.5	No
KLRB1		13	13	1.5	No
IPO5		13	13	1.5	No
KRT3		13	13	1.5	No
KRT85		13	13	1.5	No
LIMK2		13	13	1.5	No
NBR1		13	13	1.5	No
MAZ		13	13	1.5	No
MC5R		13	13	1.5	No
MCC		13	13	1.5	No
MCM6		13	13	1.5	No
MEF2C		13	13	1.5	Yes
MID1		13	13	1.5	No
ATXN3		13	13	1.5	No
MUSK		16	13	1.5	No
MX2		13	13	1.5	No
MYH10		13	13	1.5	No
MYL1		13	13	1.5	No
MYO1A		15	13	1.5	No
NFATC4		13	13	1.5	No
NFKB1		13	13	1.5	No
NID1		14	13	1.5	No
CNOT2		13	13	1.5	No
NPC1		13	13	1.5	No
OAS3		13	13	1.5	No
OPA1		13	13	1.5	No
OPRK1		14	13	1.5	No
OR1D2		13	13	1.5	No
PAX1		13	13	1.5	No
PDHA1		13	13	1.5	No
PHKG1		13	13	1.5	No
PHYH		14	13	1.5	No
SERPINB6		13	13	1.5	No
SERPINI2		13	13	1.5	No
PIGR		14	13	1.5	No
POR		13	13	1.5	No
PPM1B		13	13	1.5	No
PPP2R3A		13	13	1.5	No
PPP3R2		13	13	1.5	No
PKN2		13	13	1.5	No
PSEN2		13	13	1.5	No
PSG5		13	13	1.5	No
PSMD2		14	13	1.5	No
PEX5		13	13	1.5	No
RANGAP1		13	13	1.5	No
RARS		13	13	1.5	No
RNASE3		13	13	1.5	No
RNASEL		13	13	1.5	No
ATXN7		13	13	1.5	Yes
SDC2		13	13	1.5	No
SLC14A1		14	13	1.5	No
SLC15A1		13	13	1.5	No
SLC18A2		13	13	1.5	No
SPG7		13	13	1.5	No
SRPK1		13	13	1.5	No
SSTR1		13	13	1.5	No
SSTR3		13	13	1.5	No
TCN1		13	13	1.5	No
TCP10		13	13	1.5	No
TGFB1I1		13	13	1.5	No
KLF10		13	13	1.5	No
TLE2		14	13	1.5	No
NR2E1		13	13	1.5	No
GPR137B		13	13	1.5	No
TRAPPC10		13	13	1.5	No
TOP2A		13	13	1.5	No
TPP2		13	13	1.5	No
UBTF		16	13	1.5	No
UGT2B15		13	13	1.5	No
VIP		14	13	1.5	No
WEE1		13	13	1.5	No
XK		13	13	1.5	No
ZNF17		13	13	1.5	No
ZP2		13	13	1.5	No
MAP3K12		14	13	1.5	No
LUZP1		13	13	1.5	No
LAPTM5		13	13	1.5	No
CSDE1		13	13	1.5	Yes
PAX8		13	13	1.5	Yes
GPANK1		13	13	1.5	No
PICALM		13	13	1.5	Yes
GFI1B		13	13	1.5	No
BFSP2		13	13	1.5	No
ZNF282		13	13	1.5	No
TEAD2		13	13	1.5	No
DGKZ		13	13	1.5	No
PIAS1		13	13	1.5	No
KMO		13	13	1.5	No
ASMTL		13	13	1.5	Yes
SKAP1		13	13	1.5	No
B3GALT1		13	13	1.5	No
MTMR1		13	13	1.5	No
DYRK4		13	13	1.5	No
EIF2B5		13	13	1.5	No
SGCE		13	13	1.5	No
TAF1A		14	13	1.5	No
SPAG9		13	13	1.5	No
MAP7		13	13	1.5	No
NEMF		13	13	1.5	No
SLC33A1		13	13	1.5	No
SOCS6		13	13	1.5	No
LIPG		13	13	1.5	No
ECEL1		13	13	1.5	No
AIM2		14	13	1.5	No
TBX4		14	13	1.5	No
PMPCB		13	13	1.5	No
CYTIP		13	13	1.5	No
SH3PXD2A		16	13	1.5	No
MICAL2		13	13	1.5	No
GPRIN2		13	13	1.5	No
CEP104		14	13	1.5	No
RIPOR2		13	13	1.5	No
TMEM94		13	13	1.5	No
TM9SF4		14	13	1.5	No
SEC24D		13	13	1.5	No
AP5Z1		13	13	1.5	No
ABCB6		13	13	1.5	No
CLEC3A		13	13	1.5	No
TRIM22		14	13	1.5	No
BTN3A3		16	13	1.5	No
SCML2		13	13	1.5	No
FBLN5		13	13	1.5	No
ZNF211		16	13	1.5	No
SPAG5		14	13	1.5	No
RAI2		13	13	1.5	No
PHTF1		13	13	1.5	No
HBS1L		14	13	1.5	No
MAGED2		13	13	1.5	No
MID2		14	13	1.5	No
SOX30		13	13	1.5	No
CHEK2		13	13	1.5	Yes
RASSF8		15	13	1.5	No
XPOT		16	13	1.5	No
STK38		13	13	1.5	No
IKZF3		13	13	1.5	Yes
AAK1		14	13	1.5	No
ADNP2		13	13	1.5	No
ENPP4		13	13	1.5	No
MLXIP		13	13	1.5	No
MORC2		13	13	1.5	No
ANKRD6		14	13	1.5	No
ABLIM3		13	13	1.5	No
CARD8		13	13	1.5	No
BTBD3		13	13	1.5	No
PLA2R1		16	13	1.5	No
SIRT2		13	13	1.5	No
P2RX2		13	13	1.5	No
KDM1A		13	13	1.5	No
AVL9		13	13	1.5	No
SPART		13	13	1.5	No
SMC5		13	13	1.5	No
GRAMD4		13	13	1.5	No
PHLDB1		13	13	1.5	No
ZC3H4		13	13	1.5	No
RHOBTB2		13	13	1.5	No
CLEC16A		14	13	1.5	No
CSTF2T		13	13	1.5	No
SIN3B		13	13	1.5	No
MAN2B2		13	13	1.5	No
TDRD7		13	13	1.5	No
ATP1B4		13	13	1.5	No
PSD4		13	13	1.5	No
DDX58		13	13	1.5	No
NUP62		13	13	1.5	No
EDC4		13	13	1.5	No
PRPF6		13	13	1.5	No
INTS7		14	13	1.5	No
IFFO1		13	13	1.5	No
PHF19		14	13	1.5	No
KIF26A		14	13	1.5	No
FBXO10		13	13	1.5	No
GALNT8		13	13	1.5	No
OR10G3		13	13	1.5	No
TPK1		13	13	1.5	No
INTU		13	13	1.5	No
EML4		13	13	1.5	Yes
IGKV6D-21		15	13	1.5	No
IGKV2-24		13	13	1.5	No
REM1		13	13	1.5	No
KLF15		15	13	1.5	No
CARD10		13	13	1.5	No
REPIN1		13	13	1.5	No
FSCN3		13	13	1.5	No
SOX8		13	13	1.5	No
AMDHD2		13	13	1.5	No
ZBTB7B		13	13	1.5	No
NMD3		13	13	1.5	No
COPS4		13	13	1.5	No
CERCAM		13	13	1.5	No
CPA4		13	13	1.5	No
ZNF571		19	13	1.5	No
FAM53C		14	13	1.5	No
SLC25A37		13	13	1.5	No
UCHL5		13	13	1.5	No
ANKFY1		13	13	1.5	No
PTOV1		13	13	1.5	No
ANLN		13	13	1.5	No
TMX3		13	13	1.5	No
SMOX		13	13	1.5	No
ZRANB1		13	13	1.5	No
CNNM2		13	13	1.5	No
CC2D1A		13	13	1.5	No
EPS8L1		13	13	1.5	No
PXK		14	13	1.5	No
CDKAL1		16	13	1.5	No
TMEM260		13	13	1.5	No
NRDE2		13	13	1.5	No
SOBP		13	13	1.5	No
DARS2		13	13	1.5	No
RNF220		13	13	1.5	No
LGI2		13	13	1.5	No
USP40		13	13	1.5	No
THNSL2		13	13	1.5	No
ZNF654		16	13	1.5	No
TBC1D19		13	13	1.5	No
TMEM74B		13	13	1.5	No
C5ORF22		13	13	1.5	No
SUPT20H		14	13	1.5	No
SLC39A4		13	13	1.5	No
SYBU		13	13	1.5	No
INTS8		13	13	1.5	No
ZNF416		14	13	1.5	No
RABL6		13	13	1.5	No
FRMD4A		13	13	1.5	No
POLR3B		14	13	1.5	No
POLR3E		13	13	1.5	No
SLF2		14	13	1.5	No
ERMARD		13	13	1.5	No
LMBRD1		13	13	1.5	No
DEPDC1B		14	13	1.5	No
CACNA2D3		13	13	1.5	No
GOLGA6B		14	13	1.5	No
APOBR		16	13	1.5	No
PDGFC		14	13	1.5	No
GRIPAP1		13	13	1.5	No
DUSP22		15	13	1.5	Yes
PRDM11		13	13	1.5	No
RTN4		13	13	1.5	No
PELI2		13	13	1.5	No
CAMK1G		13	13	1.5	No
VN1R1		13	13	1.5	No
VANGL2		13	13	1.5	No
GALNT16		13	13	1.5	No
AMIGO1		13	13	1.5	No
INTS2		13	13	1.5	No
ZNF398		16	13	1.5	No
USP35		13	13	1.5	No
ZNF319		13	13	1.5	No
ARHGAP20		13	13	1.5	No
MARCH4		13	13	1.5	No
USP36		13	13	1.5	No
PITPNM2		13	13	1.5	No
LRFN1		13	13	1.5	No
MEAK7		13	13	1.5	No
ZNF71		13	13	1.5	No
ZNF77		15	13	1.5	No
ACE2		13	13	1.5	No
SENP2		13	13	1.5	No
LGR6		14	13	1.5	No
ATL2		13	13	1.5	No
CDH24		13	13	1.5	No
CIAO3		13	13	1.5	No
ACTR6		13	13	1.5	No
CSRNP1		13	13	1.5	No
ENGASE		16	13	1.5	No
TBC1D15		16	13	1.5	No
SLC26A10		13	13	1.5	No
WNK2		13	13	1.5	No
ZSCAN18		14	13	1.5	No
FSD1		13	13	1.5	No
SLTM		13	13	1.5	No
ZC3H14		13	13	1.5	No
ZNF671		13	13	1.5	No
GGNBP2		13	13	1.5	No
PLEKHS1		14	13	1.5	No
PDZD7		13	13	1.5	No
STN1		13	13	1.5	No
NAA25		13	13	1.5	No
ZNF606		13	13	1.5	No
RUBCNL		13	13	1.5	No
TRIM45		13	13	1.5	No
TSGA10		13	13	1.5	No
OR51G2		13	13	1.5	No
ITFG1		13	13	1.5	No
ACTL8		13	13	1.5	No
CLPB		13	13	1.5	No
OR5V1		13	13	1.5	No
NUF2		13	13	1.5	Yes
ITCH		14	13	1.5	No
CDCA7		13	13	1.5	No
CCDC8		13	13	1.5	No
BRIP1		13	13	1.5	Yes
ANTXR1		14	13	1.5	No
SLC49A3		13	13	1.5	No
USP48		13	13	1.5	No
TXNDC2		13	13	1.5	No
ZMYND15		13	13	1.5	No
ZNF528		13	13	1.5	No
MSANTD4		13	13	1.5	No
ACTRT3		13	13	1.5	No
ACCS		13	13	1.5	No
PIGO		14	13	1.5	No
FCRLA		13	13	1.5	No
ZSCAN10		13	13	1.5	No
TMTC4		13	13	1.5	No
PPP1R15B		13	13	1.5	No
C8ORF76		15	13	1.5	No
FBXL20		13	13	1.5	No
LGALS12		13	13	1.5	No
MICALL1		14	13	1.5	No
PNPT1		13	13	1.5	No
HPS4		13	13	1.5	No
UBE3B		13	13	1.5	No
RSPRY1		13	13	1.5	No
MIDN		13	13	1.5	No
CEACAM21		13	13	1.5	No
PYGO2		13	13	1.5	No
SPOCD1		13	13	1.5	No
COL23A1		13	13	1.5	No
MYLK3		13	13	1.5	No
TTC5		13	13	1.5	No
ZNF300		14	13	1.5	No
ATXN3L		13	13	1.5	No
FAM114A1		14	13	1.5	No
CCDC102A		13	13	1.5	No
GCNA		15	13	1.5	No
SYTL4		13	13	1.5	No
KRT71		13	13	1.5	No
C1QTNF6		13	13	1.5	No
ARHGEF25		13	13	1.5	No
SLC26A8		13	13	1.5	No
RAB3IP		13	13	1.5	No
TMEM266		13	13	1.5	No
ZC3H18		13	13	1.5	No
CD300LB		13	13	1.5	No
ZNF648		13	13	1.5	No
C1ORF87		13	13	1.5	No
BPIFA3		13	13	1.5	No
RBM45		14	13	1.5	No
CCDC148		13	13	1.5	No
H1FOO		13	13	1.5	No
SCLT1		13	13	1.5	No
COL26A1		14	13	1.5	No
GOT1L1		13	13	1.5	No
MAGEB10		14	13	1.5	No
CTCFL		13	13	1.5	No
UBQLNL		13	13	1.5	No
SLC2A14		13	13	1.5	No
LRRC74A		13	13	1.5	No
CDAN1		13	13	1.5	No
TEKT5		13	13	1.5	No
PIK3R6		13	13	1.5	No
SLC35F3		13	13	1.5	No
SEPTIN10		13	13	1.5	No
TTC39B		13	13	1.5	No
SHOC1		13	13	1.5	No
USP51		14	13	1.5	No
DEUP1		15	13	1.5	No
ZNF383		13	13	1.5	No
TTC24		13	13	1.5	No
RNF168		14	13	1.5	No
LCA5		14	13	1.5	No
OIT3		13	13	1.5	No
COX7B2		13	13	1.5	No
AGO3		19	13	1.5	No
ZNF778		13	13	1.5	No
GDPD4		13	13	1.5	No
HEPACAM		14	13	1.5	No
RASGEF1A		13	13	1.5	Yes
ZBTB9		13	13	1.5	No
VSTM2A		13	13	1.5	No
ADGRG3		13	13	1.5	No
MAPK15		13	13	1.5	No
ATP6V0D2		14	13	1.5	No
EHBP1L1		14	13	1.5	No
MCM9		13	13	1.5	No
PLA2G4F		13	13	1.5	No
BCLAF3		14	13	1.5	No
KLHL34		14	13	1.5	No
TAS2R19		13	13	1.5	No
JAKMIP3		14	13	1.5	No
OR8D1		13	13	1.5	No
CCDC88B		13	13	1.5	No
CHAMP1		13	13	1.5	No
OR2Z1		13	13	1.5	No
KRTAP13-4		13	13	1.5	No
CYP4V2		13	13	1.5	No
DCBLD1		13	13	1.5	No
ARSI		13	13	1.5	No
ZNF680		13	13	1.5	No
H1FNT		13	13	1.5	No
FMN1		15	13	1.5	No
STAC2		13	13	1.5	No
OR2A12		14	13	1.5	No
OR1B1		13	13	1.5	No
IRF2BP2		13	13	1.5	No
KIF7		13	13	1.5	No
AGRN		15	13	1.5	No
CEP85L		13	13	1.5	No
SLC22A25		13	13	1.5	No
SLC22A10		13	13	1.5	No
CCDC9B		13	13	1.5	No
VGLL3		16	13	1.5	No
PLSCR5		13	13	1.5	No
BNIP5		13	13	1.5	No
OR51B6		13	13	1.5	No
OR52N5		13	13	1.5	No
OR6C75		13	13	1.5	No
MUC21		13	13	1.5	No
PRAMEF4		14	13	1.5	No
TCP10L2		13	13	1.5	No
VWC2L		13	13	1.5	No
ZNF724		13	13	1.5	No
LRRC52		13	13	1.5	No
OR10C1		14	13	1.5	No
FBXO47		13	13	1.5	No
POTEM		13	13	1.5	No
TRIM49C		13	13	1.5	No
CT47B1		14	13	1.5	No
KRTAP24-1		13	13	1.5	No
PPIAL4G		13	13	1.5	No
SFTPA2		14	13	1.5	No
SIGLEC14		13	13	1.5	No
NBPF10		13	13	1.5	No
MMD2		13	13	1.5	No
ACHE		12	12	1.4	No
PARP1		12	12	1.4	Yes
AP2A1		12	12	1.4	No
ABCD1		15	12	1.4	No
ALPI		12	12	1.4	No
AOC2		12	12	1.4	No
APCS		12	12	1.4	No
AIRE		12	12	1.4	No
AQP8		13	12	1.4	No
APOC3		12	12	1.4	No
ARVCF		12	12	1.4	No
ASL		12	12	1.4	No
ASNS		14	12	1.4	No
ATP2A3		12	12	1.4	No
ATP6V0A1		15	12	1.4	No
BHMT		12	12	1.4	No
BMX		12	12	1.4	No
SERPING1		12	12	1.4	No
C5AR1		14	12	1.4	No
FMNL1		12	12	1.4	No
CALD1		12	12	1.4	No
RUNX2		12	12	1.4	Yes
CD5		12	12	1.4	No
CD37		12	12	1.4	No
CEACAM5		12	12	1.4	No
CEL		12	12	1.4	No
CLCN4		12	12	1.4	No
CLCNKB		12	12	1.4	No
TPP1		12	12	1.4	No
CLN3		12	12	1.4	No
CCR1		12	12	1.4	No
CCR6		12	12	1.4	No
COL6A1		12	12	1.4	No
CRHR2		12	12	1.4	No
CRYBA4		12	12	1.4	No
CTNNB1		12	12	1.4	Yes
CYP24A1		12	12	1.4	No
DIO2		12	12	1.4	No
DMP1		12	12	1.4	No
ELAVL4		13	12	1.4	No
ELF4		13	12	1.4	Yes
ELN		12	12	1.4	Yes
EPB41		12	12	1.4	No
EPB41L1		12	12	1.4	No
EPHA4		12	12	1.4	No
EVC		12	12	1.4	No
F2RL1		12	12	1.4	No
FANCF		12	12	1.4	Yes
FBLN2		12	12	1.4	No
FCGR2B		12	12	1.4	Yes
FCGR3B		12	12	1.4	No
FGD1		14	12	1.4	No
FGF6		12	12	1.4	Yes
FGF10		12	12	1.4	Yes
FGF14		12	12	1.4	Yes
FGG		12	12	1.4	No
FMO2		13	12	1.4	No
FMO5		12	12	1.4	No
FPR3		15	12	1.4	No
FRZB		12	12	1.4	No
G6PC		13	12	1.4	No
XRCC6		12	12	1.4	No
GFRA1		12	12	1.4	No
GGT5		12	12	1.4	No
GNAI1		12	12	1.4	No
GPR6		12	12	1.4	No
NPBWR1		12	12	1.4	No
NPBWR2		12	12	1.4	No
MCHR1		12	12	1.4	No
GRN		12	12	1.4	No
GRIK5		12	12	1.4	No
GRIN1		12	12	1.4	No
HIST1H1C		13	12	1.4	Yes
HCFC1		12	12	1.4	No
HNRNPA1		13	12	1.4	No
HOXA1		12	12	1.4	No
HRH1		12	12	1.4	No
HSPA4		12	12	1.4	No
HSP90AB1		12	12	1.4	Yes
DNAJB1		12	12	1.4	Yes
HYAL1		12	12	1.4	No
IDH3B		12	12	1.4	No
IGHA1		14	12	1.4	No
IL2RB		13	12	1.4	No
IL4R		13	12	1.4	No
IL12RB2		15	12	1.4	No
IRF4		12	12	1.4	Yes
ITIH4		12	12	1.4	No
ITPK1		12	12	1.4	No
JAK1		12	12	1.4	Yes
KCNA2		12	12	1.4	No
KCNB1		12	12	1.4	No
KCNK2		12	12	1.4	No
KCNQ1		12	12	1.4	No
KPNB1		12	12	1.4	No
KRT12		12	12	1.4	No
KRT13		15	12	1.4	No
KRT82		12	12	1.4	No
PRICKLE3		12	12	1.4	No
LPO		13	12	1.4	No
LRCH4		12	12	1.4	No
BCAM		12	12	1.4	No
CAPRIN1		12	12	1.4	No
MAP4		12	12	1.4	No
MC3R		13	12	1.4	No
MC4R		12	12	1.4	No
MEN1		12	12	1.4	Yes
MIA2		14	12	1.4	No
MIP		12	12	1.4	No
MMP17		12	12	1.4	No
MUC7		12	12	1.4	No
MUTYH		14	12	1.4	Yes
MYOC		12	12	1.4	No
NDUFV1		12	12	1.4	No
NEDD4		13	12	1.4	No
NEU1		12	12	1.4	No
NF2		12	12	1.4	Yes
NFRKB		12	12	1.4	No
NTF3		12	12	1.4	No
ORC5		12	12	1.4	No
P4HB		14	12	1.4	No
SERPINB2		12	12	1.4	No
PFKP		12	12	1.4	No
PIP4K2A		12	12	1.4	No
SERPINF2		12	12	1.4	No
POU3F4		13	12	1.4	No
PPP2R2C		12	12	1.4	No
PPP2R5B		12	12	1.4	No
NPY4R		14	12	1.4	No
PRCP		12	12	1.4	No
PRELP		12	12	1.4	No
PRF1		12	12	1.4	Yes
MAPK4		12	12	1.4	No
PTGER4		12	12	1.4	No
PTPN11		12	12	1.4	Yes
RABGGTB		12	12	1.4	No
OPN1LW		15	12	1.4	No
RORC		13	12	1.4	No
RPE65		12	12	1.4	No
RPS6KA1		12	12	1.4	No
SAFB		12	12	1.4	No
SBF1		12	12	1.4	No
ATXN1		13	12	1.4	No
ATXN2		12	12	1.4	Yes
SELL		12	12	1.4	No
SCG5		12	12	1.4	Yes
ST8SIA1		12	12	1.4	No
SLA		12	12	1.4	No
SLAMF1		12	12	1.4	No
SLC1A2		14	12	1.4	Yes
SMTN		12	12	1.4	No
SLC6A7		13	12	1.4	No
SLC7A2		12	12	1.4	No
SLC20A1		12	12	1.4	No
SMS		12	12	1.4	No
SOX11		12	12	1.4	No
VAMP7		12	12	1.4	No
SYT5		12	12	1.4	No
TAC1		12	12	1.4	No
TAF4		12	12	1.4	No
TAPBP		12	12	1.4	No
TCF4		12	12	1.4	No
TDG		12	12	1.4	No
LEFTY2		12	12	1.4	No
TGFBI		12	12	1.4	No
TGM1		12	12	1.4	No
TLR5		12	12	1.4	No
TMPO		12	12	1.4	No
TRAF1		12	12	1.4	No
TRAF5		12	12	1.4	Yes
UMPS		16	12	1.4	No
CLRN1		12	12	1.4	No
VGF		12	12	1.4	No
WNT2		12	12	1.4	No
ZNF16		12	12	1.4	No
ZNF185		12	12	1.4	No
SCG2		12	12	1.4	No
BRPF1		12	12	1.4	No
IFT88		12	12	1.4	No
COIL		12	12	1.4	No
AKAP1		12	12	1.4	No
ELL		12	12	1.4	Yes
TKTL1		12	12	1.4	No
CDC7		13	12	1.4	No
HIST1H2AK		12	12	1.4	No
HIST1H4B		12	12	1.4	No
SRPX		15	12	1.4	No
RECK		14	12	1.4	No
DYRK2		12	12	1.4	No
DHX16		14	12	1.4	No
HIRIP3		14	12	1.4	No
DGKE		12	12	1.4	No
API5		13	12	1.4	No
THOC5		12	12	1.4	No
RUVBL1		12	12	1.4	No
STC2		12	12	1.4	No
CFLAR		12	12	1.4	No
CCN4		13	12	1.4	No
TSC22D1		13	12	1.4	No
CDKL2		12	12	1.4	No
UBA3		12	12	1.4	No
PRC1		12	12	1.4	No
ASH2L		12	12	1.4	No
CLDN10		12	12	1.4	No
TBX19		13	12	1.4	No
KRT75		12	12	1.4	No
CBFA2T2		13	12	1.4	No
HGS		12	12	1.4	No
HTR3B		12	12	1.4	No
BMP15		13	12	1.4	No
NOLC1		12	12	1.4	No
WDR46		12	12	1.4	No
HS6ST1		12	12	1.4	No
RECQL5		13	12	1.4	No
MAPK8IP1		13	12	1.4	No
PGS1		12	12	1.4	No
KIF23		12	12	1.4	No
SPTLC2		12	12	1.4	No
CLOCK		15	12	1.4	No
IQCB1		14	12	1.4	No
SECISBP2L		15	12	1.4	No
ATG13		12	12	1.4	No
DELE1		13	12	1.4	No
UBAP2L		15	12	1.4	No
RBM19		13	12	1.4	No
XYLB		12	12	1.4	No
GOLGA5		12	12	1.4	Yes
MVP		12	12	1.4	No
SLC23A2		12	12	1.4	No
TANK		12	12	1.4	No
GNE		12	12	1.4	No
MAMLD1		12	12	1.4	No
UBA2		12	12	1.4	No
GPC6		12	12	1.4	No
KIF20A		12	12	1.4	No
FEM1B		12	12	1.4	No
RBM12		12	12	1.4	No
RBM5		17	12	1.4	No
PSMD14		12	12	1.4	No
KLHL41		12	12	1.4	No
NDRG1		12	12	1.4	Yes
CD2BP2		13	12	1.4	No
UBAC1		12	12	1.4	No
TUBGCP3		12	12	1.4	No
NOP56		12	12	1.4	No
SMC2		15	12	1.4	No
PNMA2		12	12	1.4	No
FAM114A2		12	12	1.4	No
SLC22A7		12	12	1.4	No
USP20		12	12	1.4	No
ME3		12	12	1.4	No
WDR3		13	12	1.4	No
UGT2A1		12	12	1.4	No
ZWINT		12	12	1.4	No
SLC7A9		12	12	1.4	No
WDR6		12	12	1.4	No
INMT		12	12	1.4	No
GALNT6		12	12	1.4	No
KLF12		13	12	1.4	No
